feature_set	split	margin	min_pred	max_sd	n_species	single_anchor_coverage	single_anchor_top1_accuracy	top2_or_probe_coverage	action_contains_true_best_rate	action_contains_true_top2_rate	mean_regret_after_action	p90_regret_after_action	low_best_species_rate	low_chosen_species_rate	usable_action_policy
baseline_plus_assembly_kmer	leave_clade_out	0.0	0.7	0.1	22	0.045454545454545456	1.0	0.9545454545454546	0.6363636363636364	0.7272727272727273	0.019916880727580747	0.08809539002095826	0.13636363636363635	0.18181818181818182	False
baseline_plus_assembly_kmer	leave_clade_out	0.0	0.7	0.2	22	0.45454545454545453	0.6	0.5454545454545454	0.5909090909090909	0.6363636363636364	0.030526241602262118	0.1156789613690566	0.13636363636363635	0.18181818181818182	False
baseline_plus_assembly_kmer	leave_clade_out	0.0	0.7	1.0	22	0.5	0.5454545454545454	0.5	0.5454545454545454	0.6363636363636364	0.030543613523689447	0.1156789613690566	0.13636363636363635	0.18181818181818182	False
baseline_plus_assembly_kmer	leave_clade_out	0.0	0.8	0.05	22	0.0	nan	1.0	0.6363636363636364	0.7272727272727273	0.019916880727580747	0.08809539002095826	0.13636363636363635	0.18181818181818182	False
baseline_plus_assembly_kmer	leave_clade_out	0.0	0.8	0.1	22	0.045454545454545456	1.0	0.9545454545454546	0.6363636363636364	0.7272727272727273	0.019916880727580747	0.08809539002095826	0.13636363636363635	0.18181818181818182	False
baseline_plus_assembly_kmer	leave_clade_out	0.0	0.8	0.2	22	0.36363636363636365	0.625	0.6363636363636364	0.6363636363636364	0.6818181818181818	0.019977453064547453	0.08809539002095826	0.13636363636363635	0.18181818181818182	False
baseline_plus_assembly_kmer	leave_clade_out	0.0	0.8	1.0	22	0.36363636363636365	0.625	0.6363636363636364	0.6363636363636364	0.6818181818181818	0.019977453064547453	0.08809539002095826	0.13636363636363635	0.18181818181818182	False
baseline_plus_assembly_kmer	leave_clade_out	0.05	0.0	0.05	22	0.0	nan	1.0	0.6363636363636364	0.7272727272727273	0.019916880727580747	0.08809539002095826	0.13636363636363635	0.18181818181818182	False
baseline_plus_assembly_kmer	leave_clade_out	0.05	0.0	0.1	22	0.0	nan	1.0	0.6363636363636364	0.7272727272727273	0.019916880727580747	0.08809539002095826	0.13636363636363635	0.18181818181818182	False
baseline_plus_assembly_kmer	leave_clade_out	0.05	0.0	0.2	22	0.045454545454545456	1.0	0.9545454545454546	0.6363636363636364	0.7272727272727273	0.019916880727580747	0.08809539002095826	0.13636363636363635	0.18181818181818182	False
baseline_plus_assembly_kmer	leave_clade_out	0.05	0.0	1.0	22	0.045454545454545456	1.0	0.9545454545454546	0.6363636363636364	0.7272727272727273	0.019916880727580747	0.08809539002095826	0.13636363636363635	0.18181818181818182	False
baseline_plus_assembly_kmer	leave_clade_out	0.05	0.5	0.05	22	0.0	nan	1.0	0.6363636363636364	0.7272727272727273	0.019916880727580747	0.08809539002095826	0.13636363636363635	0.18181818181818182	False
baseline_plus_assembly_kmer	leave_clade_out	0.05	0.5	0.1	22	0.0	nan	1.0	0.6363636363636364	0.7272727272727273	0.019916880727580747	0.08809539002095826	0.13636363636363635	0.18181818181818182	False
baseline_plus_assembly_kmer	leave_clade_out	0.05	0.5	0.2	22	0.045454545454545456	1.0	0.9545454545454546	0.6363636363636364	0.7272727272727273	0.019916880727580747	0.08809539002095826	0.13636363636363635	0.18181818181818182	False
baseline_plus_assembly_kmer	leave_clade_out	0.05	0.5	1.0	22	0.045454545454545456	1.0	0.9545454545454546	0.6363636363636364	0.7272727272727273	0.019916880727580747	0.08809539002095826	0.13636363636363635	0.18181818181818182	False
baseline_plus_assembly_kmer	leave_clade_out	0.05	0.7	0.05	22	0.0	nan	1.0	0.6363636363636364	0.7272727272727273	0.019916880727580747	0.08809539002095826	0.13636363636363635	0.18181818181818182	False
baseline_plus_assembly_kmer	leave_clade_out	0.05	0.7	0.1	22	0.0	nan	1.0	0.6363636363636364	0.7272727272727273	0.019916880727580747	0.08809539002095826	0.13636363636363635	0.18181818181818182	False
baseline_plus_assembly_kmer	leave_clade_out	0.05	0.7	0.2	22	0.045454545454545456	1.0	0.9545454545454546	0.6363636363636364	0.7272727272727273	0.019916880727580747	0.08809539002095826	0.13636363636363635	0.18181818181818182	False
baseline_plus_assembly_kmer	leave_clade_out	0.05	0.7	1.0	22	0.045454545454545456	1.0	0.9545454545454546	0.6363636363636364	0.7272727272727273	0.019916880727580747	0.08809539002095826	0.13636363636363635	0.18181818181818182	False
baseline_plus_assembly_kmer	leave_clade_out	0.05	0.8	0.05	22	0.0	nan	1.0	0.6363636363636364	0.7272727272727273	0.019916880727580747	0.08809539002095826	0.13636363636363635	0.18181818181818182	False
baseline_plus_assembly_kmer	leave_clade_out	0.05	0.8	0.1	22	0.0	nan	1.0	0.6363636363636364	0.7272727272727273	0.019916880727580747	0.08809539002095826	0.13636363636363635	0.18181818181818182	False
baseline_plus_assembly_kmer	leave_clade_out	0.05	0.8	0.2	22	0.0	nan	1.0	0.6363636363636364	0.7272727272727273	0.019916880727580747	0.08809539002095826	0.13636363636363635	0.18181818181818182	False
baseline_plus_assembly_kmer	leave_clade_out	0.05	0.8	1.0	22	0.0	nan	1.0	0.6363636363636364	0.7272727272727273	0.019916880727580747	0.08809539002095826	0.13636363636363635	0.18181818181818182	False
baseline_plus_assembly_kmer	leave_clade_out	0.1	0.0	0.05	22	0.0	nan	1.0	0.6363636363636364	0.7272727272727273	0.019916880727580747	0.08809539002095826	0.13636363636363635	0.18181818181818182	False
baseline_plus_assembly_kmer	leave_clade_out	0.1	0.0	0.1	22	0.0	nan	1.0	0.6363636363636364	0.7272727272727273	0.019916880727580747	0.08809539002095826	0.13636363636363635	0.18181818181818182	False
baseline_plus_assembly_kmer	leave_clade_out	0.1	0.0	0.2	22	0.045454545454545456	1.0	0.9545454545454546	0.6363636363636364	0.7272727272727273	0.019916880727580747	0.08809539002095826	0.13636363636363635	0.18181818181818182	False
baseline_plus_assembly_kmer	leave_clade_out	0.1	0.0	1.0	22	0.045454545454545456	1.0	0.9545454545454546	0.6363636363636364	0.7272727272727273	0.019916880727580747	0.08809539002095826	0.13636363636363635	0.18181818181818182	False
baseline_plus_assembly_kmer	leave_clade_out	0.1	0.5	0.05	22	0.0	nan	1.0	0.6363636363636364	0.7272727272727273	0.019916880727580747	0.08809539002095826	0.13636363636363635	0.18181818181818182	False
baseline_plus_assembly_kmer	leave_clade_out	0.1	0.5	0.1	22	0.0	nan	1.0	0.6363636363636364	0.7272727272727273	0.019916880727580747	0.08809539002095826	0.13636363636363635	0.18181818181818182	False
baseline_plus_assembly_kmer	leave_clade_out	0.1	0.5	0.2	22	0.045454545454545456	1.0	0.9545454545454546	0.6363636363636364	0.7272727272727273	0.019916880727580747	0.08809539002095826	0.13636363636363635	0.18181818181818182	False
baseline_plus_assembly_kmer	leave_clade_out	0.1	0.5	1.0	22	0.045454545454545456	1.0	0.9545454545454546	0.6363636363636364	0.7272727272727273	0.019916880727580747	0.08809539002095826	0.13636363636363635	0.18181818181818182	False
baseline_plus_assembly_kmer	leave_clade_out	0.1	0.7	0.05	22	0.0	nan	1.0	0.6363636363636364	0.7272727272727273	0.019916880727580747	0.08809539002095826	0.13636363636363635	0.18181818181818182	False
baseline_plus_assembly_kmer	leave_clade_out	0.1	0.7	0.1	22	0.0	nan	1.0	0.6363636363636364	0.7272727272727273	0.019916880727580747	0.08809539002095826	0.13636363636363635	0.18181818181818182	False
baseline_plus_assembly_kmer	leave_clade_out	0.1	0.7	0.2	22	0.045454545454545456	1.0	0.9545454545454546	0.6363636363636364	0.7272727272727273	0.019916880727580747	0.08809539002095826	0.13636363636363635	0.18181818181818182	False
baseline_plus_assembly_kmer	leave_clade_out	0.1	0.7	1.0	22	0.045454545454545456	1.0	0.9545454545454546	0.6363636363636364	0.7272727272727273	0.019916880727580747	0.08809539002095826	0.13636363636363635	0.18181818181818182	False
baseline_plus_assembly_kmer	leave_clade_out	0.1	0.8	0.05	22	0.0	nan	1.0	0.6363636363636364	0.7272727272727273	0.019916880727580747	0.08809539002095826	0.13636363636363635	0.18181818181818182	False
baseline_plus_assembly_kmer	leave_clade_out	0.1	0.8	0.1	22	0.0	nan	1.0	0.6363636363636364	0.7272727272727273	0.019916880727580747	0.08809539002095826	0.13636363636363635	0.18181818181818182	False
baseline_plus_assembly_kmer	leave_clade_out	0.1	0.8	0.2	22	0.0	nan	1.0	0.6363636363636364	0.7272727272727273	0.019916880727580747	0.08809539002095826	0.13636363636363635	0.18181818181818182	False
baseline_plus_assembly_kmer	leave_clade_out	0.1	0.8	1.0	22	0.0	nan	1.0	0.6363636363636364	0.7272727272727273	0.019916880727580747	0.08809539002095826	0.13636363636363635	0.18181818181818182	False
baseline_plus_assembly_kmer	leave_clade_out	0.15	0.0	0.05	22	0.0	nan	1.0	0.6363636363636364	0.7272727272727273	0.019916880727580747	0.08809539002095826	0.13636363636363635	0.18181818181818182	False
baseline_plus_assembly_kmer	leave_clade_out	0.15	0.0	0.1	22	0.0	nan	1.0	0.6363636363636364	0.7272727272727273	0.019916880727580747	0.08809539002095826	0.13636363636363635	0.18181818181818182	False
baseline_plus_assembly_kmer	leave_clade_out	0.15	0.0	0.2	22	0.045454545454545456	1.0	0.9545454545454546	0.6363636363636364	0.7272727272727273	0.019916880727580747	0.08809539002095826	0.13636363636363635	0.18181818181818182	False
baseline_plus_assembly_kmer	leave_clade_out	0.15	0.0	1.0	22	0.045454545454545456	1.0	0.9545454545454546	0.6363636363636364	0.7272727272727273	0.019916880727580747	0.08809539002095826	0.13636363636363635	0.18181818181818182	False
baseline_plus_assembly_kmer	leave_clade_out	0.15	0.5	0.05	22	0.0	nan	1.0	0.6363636363636364	0.7272727272727273	0.019916880727580747	0.08809539002095826	0.13636363636363635	0.18181818181818182	False
baseline_plus_assembly_kmer	leave_clade_out	0.15	0.5	0.1	22	0.0	nan	1.0	0.6363636363636364	0.7272727272727273	0.019916880727580747	0.08809539002095826	0.13636363636363635	0.18181818181818182	False
baseline_plus_assembly_kmer	leave_clade_out	0.15	0.5	0.2	22	0.045454545454545456	1.0	0.9545454545454546	0.6363636363636364	0.7272727272727273	0.019916880727580747	0.08809539002095826	0.13636363636363635	0.18181818181818182	False
baseline_plus_assembly_kmer	leave_clade_out	0.15	0.5	1.0	22	0.045454545454545456	1.0	0.9545454545454546	0.6363636363636364	0.7272727272727273	0.019916880727580747	0.08809539002095826	0.13636363636363635	0.18181818181818182	False
baseline_plus_assembly_kmer	leave_clade_out	0.15	0.7	0.05	22	0.0	nan	1.0	0.6363636363636364	0.7272727272727273	0.019916880727580747	0.08809539002095826	0.13636363636363635	0.18181818181818182	False
baseline_plus_assembly_kmer	leave_clade_out	0.15	0.7	0.1	22	0.0	nan	1.0	0.6363636363636364	0.7272727272727273	0.019916880727580747	0.08809539002095826	0.13636363636363635	0.18181818181818182	False
baseline_plus_assembly_kmer	leave_clade_out	0.15	0.7	0.2	22	0.045454545454545456	1.0	0.9545454545454546	0.6363636363636364	0.7272727272727273	0.019916880727580747	0.08809539002095826	0.13636363636363635	0.18181818181818182	False
baseline_plus_assembly_kmer	leave_clade_out	0.15	0.7	1.0	22	0.045454545454545456	1.0	0.9545454545454546	0.6363636363636364	0.7272727272727273	0.019916880727580747	0.08809539002095826	0.13636363636363635	0.18181818181818182	False
baseline_plus_assembly_kmer	leave_clade_out	0.15	0.8	0.05	22	0.0	nan	1.0	0.6363636363636364	0.7272727272727273	0.019916880727580747	0.08809539002095826	0.13636363636363635	0.18181818181818182	False
baseline_plus_assembly_kmer	leave_clade_out	0.15	0.8	0.1	22	0.0	nan	1.0	0.6363636363636364	0.7272727272727273	0.019916880727580747	0.08809539002095826	0.13636363636363635	0.18181818181818182	False
baseline_plus_assembly_kmer	leave_clade_out	0.15	0.8	0.2	22	0.0	nan	1.0	0.6363636363636364	0.7272727272727273	0.019916880727580747	0.08809539002095826	0.13636363636363635	0.18181818181818182	False
baseline_plus_assembly_kmer	leave_clade_out	0.15	0.8	1.0	22	0.0	nan	1.0	0.6363636363636364	0.7272727272727273	0.019916880727580747	0.08809539002095826	0.13636363636363635	0.18181818181818182	False
baseline_plus_assembly_kmer	leave_species_out	0.0	0.0	0.05	22	0.0	nan	1.0	0.7727272727272727	0.8181818181818182	0.009407337368506607	0.009906341324510057	0.13636363636363635	0.18181818181818182	False
baseline_plus_assembly_kmer	leave_species_out	0.0	0.0	0.1	22	0.09090909090909091	1.0	0.9090909090909091	0.7727272727272727	0.8181818181818182	0.009407337368506607	0.009906341324510057	0.13636363636363635	0.18181818181818182	False
baseline_plus_assembly_kmer	leave_species_out	0.0	0.0	0.2	22	0.36363636363636365	0.625	0.6363636363636364	0.6818181818181818	0.7727272727272727	0.01674220506402469	0.039005920673456575	0.13636363636363635	0.18181818181818182	False
baseline_plus_assembly_kmer	leave_species_out	0.0	0.0	1.0	22	1.0	0.5	0.0	0.5	0.5909090909090909	0.05204976265112548	0.2249027385691923	0.13636363636363635	0.18181818181818182	False
baseline_plus_assembly_kmer	leave_species_out	0.0	0.5	0.05	22	0.0	nan	1.0	0.7727272727272727	0.8181818181818182	0.009407337368506607	0.009906341324510057	0.13636363636363635	0.18181818181818182	False
baseline_plus_assembly_kmer	leave_species_out	0.0	0.5	0.1	22	0.09090909090909091	1.0	0.9090909090909091	0.7727272727272727	0.8181818181818182	0.009407337368506607	0.009906341324510057	0.13636363636363635	0.18181818181818182	False
baseline_plus_assembly_kmer	leave_species_out	0.0	0.5	0.2	22	0.2727272727272727	0.8333333333333334	0.7272727272727273	0.7272727272727273	0.8181818181818182	0.009452784372005668	0.009906341324510057	0.13636363636363635	0.18181818181818182	False
baseline_plus_assembly_kmer	leave_species_out	0.0	0.5	1.0	22	0.7272727272727273	0.625	0.2727272727272727	0.5909090909090909	0.6818181818181818	0.031412077329220335	0.1404824154053055	0.13636363636363635	0.18181818181818182	False
baseline_plus_assembly_kmer	leave_species_out	0.0	0.7	0.05	22	0.0	nan	1.0	0.7727272727272727	0.8181818181818182	0.009407337368506607	0.009906341324510057	0.13636363636363635	0.18181818181818182	False
baseline_plus_assembly_kmer	leave_species_out	0.0	0.7	0.1	22	0.09090909090909091	1.0	0.9090909090909091	0.7727272727272727	0.8181818181818182	0.009407337368506607	0.009906341324510057	0.13636363636363635	0.18181818181818182	False
baseline_plus_assembly_kmer	leave_species_out	0.0	0.7	0.2	22	0.2727272727272727	0.8333333333333334	0.7272727272727273	0.7272727272727273	0.8181818181818182	0.009452784372005668	0.009906341324510057	0.13636363636363635	0.18181818181818182	False
baseline_plus_assembly_kmer	leave_species_out	0.0	0.7	1.0	22	0.36363636363636365	0.75	0.6363636363636364	0.7272727272727273	0.7727272727272727	0.009513356708972376	0.010000773956127891	0.13636363636363635	0.18181818181818182	False
baseline_plus_assembly_kmer	leave_species_out	0.0	0.8	0.05	22	0.0	nan	1.0	0.7727272727272727	0.8181818181818182	0.009407337368506607	0.009906341324510057	0.13636363636363635	0.18181818181818182	False
baseline_plus_assembly_kmer	leave_species_out	0.0	0.8	0.1	22	0.09090909090909091	1.0	0.9090909090909091	0.7727272727272727	0.8181818181818182	0.009407337368506607	0.009906341324510057	0.13636363636363635	0.18181818181818182	False
baseline_plus_assembly_kmer	leave_species_out	0.0	0.8	0.2	22	0.18181818181818182	0.75	0.8181818181818182	0.7272727272727273	0.8181818181818182	0.009452784372005668	0.009906341324510057	0.13636363636363635	0.18181818181818182	False
baseline_plus_assembly_kmer	leave_species_out	0.0	0.8	1.0	22	0.18181818181818182	0.75	0.8181818181818182	0.7272727272727273	0.8181818181818182	0.009452784372005668	0.009906341324510057	0.13636363636363635	0.18181818181818182	False
baseline_plus_assembly_kmer	leave_species_out	0.05	0.0	0.05	22	0.0	nan	1.0	0.7727272727272727	0.8181818181818182	0.009407337368506607	0.009906341324510057	0.13636363636363635	0.18181818181818182	False
baseline_plus_assembly_kmer	leave_species_out	0.05	0.0	0.1	22	0.0	nan	1.0	0.7727272727272727	0.8181818181818182	0.009407337368506607	0.009906341324510057	0.13636363636363635	0.18181818181818182	False
baseline_plus_assembly_kmer	leave_species_out	0.05	0.0	0.2	22	0.09090909090909091	0.5	0.9090909090909091	0.7272727272727273	0.8181818181818182	0.009452784372005668	0.009906341324510057	0.13636363636363635	0.18181818181818182	False
baseline_plus_assembly_kmer	leave_species_out	0.05	0.0	1.0	22	0.09090909090909091	0.5	0.9090909090909091	0.7272727272727273	0.8181818181818182	0.009452784372005668	0.009906341324510057	0.13636363636363635	0.18181818181818182	False
baseline_plus_assembly_kmer	leave_species_out	0.05	0.5	0.05	22	0.0	nan	1.0	0.7727272727272727	0.8181818181818182	0.009407337368506607	0.009906341324510057	0.13636363636363635	0.18181818181818182	False
baseline_plus_assembly_kmer	leave_species_out	0.05	0.5	0.1	22	0.0	nan	1.0	0.7727272727272727	0.8181818181818182	0.009407337368506607	0.009906341324510057	0.13636363636363635	0.18181818181818182	False
baseline_plus_assembly_kmer	leave_species_out	0.05	0.5	0.2	22	0.09090909090909091	0.5	0.9090909090909091	0.7272727272727273	0.8181818181818182	0.009452784372005668	0.009906341324510057	0.13636363636363635	0.18181818181818182	False
baseline_plus_assembly_kmer	leave_species_out	0.05	0.5	1.0	22	0.09090909090909091	0.5	0.9090909090909091	0.7272727272727273	0.8181818181818182	0.009452784372005668	0.009906341324510057	0.13636363636363635	0.18181818181818182	False
baseline_plus_assembly_kmer	leave_species_out	0.05	0.7	0.05	22	0.0	nan	1.0	0.7727272727272727	0.8181818181818182	0.009407337368506607	0.009906341324510057	0.13636363636363635	0.18181818181818182	False
baseline_plus_assembly_kmer	leave_species_out	0.05	0.7	0.1	22	0.0	nan	1.0	0.7727272727272727	0.8181818181818182	0.009407337368506607	0.009906341324510057	0.13636363636363635	0.18181818181818182	False
baseline_plus_assembly_kmer	leave_species_out	0.05	0.7	0.2	22	0.09090909090909091	0.5	0.9090909090909091	0.7272727272727273	0.8181818181818182	0.009452784372005668	0.009906341324510057	0.13636363636363635	0.18181818181818182	False
baseline_plus_assembly_kmer	leave_species_out	0.05	0.7	1.0	22	0.09090909090909091	0.5	0.9090909090909091	0.7272727272727273	0.8181818181818182	0.009452784372005668	0.009906341324510057	0.13636363636363635	0.18181818181818182	False
baseline_plus_assembly_kmer	leave_species_out	0.05	0.8	0.05	22	0.0	nan	1.0	0.7727272727272727	0.8181818181818182	0.009407337368506607	0.009906341324510057	0.13636363636363635	0.18181818181818182	False
baseline_plus_assembly_kmer	leave_species_out	0.05	0.8	0.1	22	0.0	nan	1.0	0.7727272727272727	0.8181818181818182	0.009407337368506607	0.009906341324510057	0.13636363636363635	0.18181818181818182	False
baseline_plus_assembly_kmer	leave_species_out	0.05	0.8	0.2	22	0.045454545454545456	0.0	0.9545454545454546	0.7272727272727273	0.8181818181818182	0.009452784372005668	0.009906341324510057	0.13636363636363635	0.18181818181818182	False
baseline_plus_assembly_kmer	leave_species_out	0.05	0.8	1.0	22	0.045454545454545456	0.0	0.9545454545454546	0.7272727272727273	0.8181818181818182	0.009452784372005668	0.009906341324510057	0.13636363636363635	0.18181818181818182	False
baseline_plus_assembly_kmer	leave_species_out	0.1	0.0	0.05	22	0.0	nan	1.0	0.7727272727272727	0.8181818181818182	0.009407337368506607	0.009906341324510057	0.13636363636363635	0.18181818181818182	False
baseline_plus_assembly_kmer	leave_species_out	0.1	0.0	0.1	22	0.0	nan	1.0	0.7727272727272727	0.8181818181818182	0.009407337368506607	0.009906341324510057	0.13636363636363635	0.18181818181818182	False
baseline_plus_assembly_kmer	leave_species_out	0.1	0.0	0.2	22	0.045454545454545456	1.0	0.9545454545454546	0.7727272727272727	0.8181818181818182	0.009407337368506607	0.009906341324510057	0.13636363636363635	0.18181818181818182	False
baseline_plus_assembly_kmer	leave_species_out	0.1	0.0	1.0	22	0.045454545454545456	1.0	0.9545454545454546	0.7727272727272727	0.8181818181818182	0.009407337368506607	0.009906341324510057	0.13636363636363635	0.18181818181818182	False
baseline_plus_assembly_kmer	leave_species_out	0.1	0.5	0.05	22	0.0	nan	1.0	0.7727272727272727	0.8181818181818182	0.009407337368506607	0.009906341324510057	0.13636363636363635	0.18181818181818182	False
baseline_plus_assembly_kmer	leave_species_out	0.1	0.5	0.1	22	0.0	nan	1.0	0.7727272727272727	0.8181818181818182	0.009407337368506607	0.009906341324510057	0.13636363636363635	0.18181818181818182	False
baseline_plus_assembly_kmer	leave_species_out	0.1	0.5	0.2	22	0.045454545454545456	1.0	0.9545454545454546	0.7727272727272727	0.8181818181818182	0.009407337368506607	0.009906341324510057	0.13636363636363635	0.18181818181818182	False
baseline_plus_assembly_kmer	leave_species_out	0.1	0.5	1.0	22	0.045454545454545456	1.0	0.9545454545454546	0.7727272727272727	0.8181818181818182	0.009407337368506607	0.009906341324510057	0.13636363636363635	0.18181818181818182	False
baseline_plus_assembly_kmer	leave_species_out	0.1	0.7	0.05	22	0.0	nan	1.0	0.7727272727272727	0.8181818181818182	0.009407337368506607	0.009906341324510057	0.13636363636363635	0.18181818181818182	False
baseline_plus_assembly_kmer	leave_species_out	0.1	0.7	0.1	22	0.0	nan	1.0	0.7727272727272727	0.8181818181818182	0.009407337368506607	0.009906341324510057	0.13636363636363635	0.18181818181818182	False
baseline_plus_assembly_kmer	leave_species_out	0.1	0.7	0.2	22	0.045454545454545456	1.0	0.9545454545454546	0.7727272727272727	0.8181818181818182	0.009407337368506607	0.009906341324510057	0.13636363636363635	0.18181818181818182	False
baseline_plus_assembly_kmer	leave_species_out	0.1	0.7	1.0	22	0.045454545454545456	1.0	0.9545454545454546	0.7727272727272727	0.8181818181818182	0.009407337368506607	0.009906341324510057	0.13636363636363635	0.18181818181818182	False
baseline_plus_assembly_kmer	leave_species_out	0.1	0.8	0.05	22	0.0	nan	1.0	0.7727272727272727	0.8181818181818182	0.009407337368506607	0.009906341324510057	0.13636363636363635	0.18181818181818182	False
baseline_plus_assembly_kmer	leave_species_out	0.1	0.8	0.1	22	0.0	nan	1.0	0.7727272727272727	0.8181818181818182	0.009407337368506607	0.009906341324510057	0.13636363636363635	0.18181818181818182	False
baseline_plus_assembly_kmer	leave_species_out	0.1	0.8	0.2	22	0.0	nan	1.0	0.7727272727272727	0.8181818181818182	0.009407337368506607	0.009906341324510057	0.13636363636363635	0.18181818181818182	False
baseline_plus_assembly_kmer	leave_species_out	0.1	0.8	1.0	22	0.0	nan	1.0	0.7727272727272727	0.8181818181818182	0.009407337368506607	0.009906341324510057	0.13636363636363635	0.18181818181818182	False
baseline_plus_assembly_kmer	leave_species_out	0.15	0.0	0.05	22	0.0	nan	1.0	0.7727272727272727	0.8181818181818182	0.009407337368506607	0.009906341324510057	0.13636363636363635	0.18181818181818182	False
baseline_plus_assembly_kmer	leave_species_out	0.15	0.0	0.1	22	0.0	nan	1.0	0.7727272727272727	0.8181818181818182	0.009407337368506607	0.009906341324510057	0.13636363636363635	0.18181818181818182	False
baseline_plus_assembly_kmer	leave_species_out	0.15	0.0	0.2	22	0.045454545454545456	1.0	0.9545454545454546	0.7727272727272727	0.8181818181818182	0.009407337368506607	0.009906341324510057	0.13636363636363635	0.18181818181818182	False
baseline_plus_assembly_kmer	leave_species_out	0.15	0.0	1.0	22	0.045454545454545456	1.0	0.9545454545454546	0.7727272727272727	0.8181818181818182	0.009407337368506607	0.009906341324510057	0.13636363636363635	0.18181818181818182	False
baseline_plus_assembly_kmer	leave_species_out	0.15	0.5	0.05	22	0.0	nan	1.0	0.7727272727272727	0.8181818181818182	0.009407337368506607	0.009906341324510057	0.13636363636363635	0.18181818181818182	False
baseline_plus_assembly_kmer	leave_species_out	0.15	0.5	0.1	22	0.0	nan	1.0	0.7727272727272727	0.8181818181818182	0.009407337368506607	0.009906341324510057	0.13636363636363635	0.18181818181818182	False
baseline_plus_assembly_kmer	leave_species_out	0.15	0.5	0.2	22	0.045454545454545456	1.0	0.9545454545454546	0.7727272727272727	0.8181818181818182	0.009407337368506607	0.009906341324510057	0.13636363636363635	0.18181818181818182	False
baseline_plus_assembly_kmer	leave_species_out	0.15	0.5	1.0	22	0.045454545454545456	1.0	0.9545454545454546	0.7727272727272727	0.8181818181818182	0.009407337368506607	0.009906341324510057	0.13636363636363635	0.18181818181818182	False
baseline_plus_assembly_kmer	leave_species_out	0.15	0.7	0.05	22	0.0	nan	1.0	0.7727272727272727	0.8181818181818182	0.009407337368506607	0.009906341324510057	0.13636363636363635	0.18181818181818182	False
baseline_plus_assembly_kmer	leave_species_out	0.15	0.7	0.1	22	0.0	nan	1.0	0.7727272727272727	0.8181818181818182	0.009407337368506607	0.009906341324510057	0.13636363636363635	0.18181818181818182	False
baseline_plus_assembly_kmer	leave_species_out	0.15	0.7	0.2	22	0.045454545454545456	1.0	0.9545454545454546	0.7727272727272727	0.8181818181818182	0.009407337368506607	0.009906341324510057	0.13636363636363635	0.18181818181818182	False
baseline_plus_assembly_kmer	leave_species_out	0.15	0.7	1.0	22	0.045454545454545456	1.0	0.9545454545454546	0.7727272727272727	0.8181818181818182	0.009407337368506607	0.009906341324510057	0.13636363636363635	0.18181818181818182	False
baseline_plus_assembly_kmer	leave_species_out	0.15	0.8	0.05	22	0.0	nan	1.0	0.7727272727272727	0.8181818181818182	0.009407337368506607	0.009906341324510057	0.13636363636363635	0.18181818181818182	False
baseline_plus_assembly_kmer	leave_species_out	0.15	0.8	0.1	22	0.0	nan	1.0	0.7727272727272727	0.8181818181818182	0.009407337368506607	0.009906341324510057	0.13636363636363635	0.18181818181818182	False
baseline_plus_assembly_kmer	leave_species_out	0.15	0.8	0.2	22	0.0	nan	1.0	0.7727272727272727	0.8181818181818182	0.009407337368506607	0.009906341324510057	0.13636363636363635	0.18181818181818182	False
baseline_plus_assembly_kmer	leave_species_out	0.15	0.8	1.0	22	0.0	nan	1.0	0.7727272727272727	0.8181818181818182	0.009407337368506607	0.009906341324510057	0.13636363636363635	0.18181818181818182	False
baseline_plus_kmer	leave_clade_out	0.0	0.0	0.05	22	0.0	nan	1.0	0.5909090909090909	0.7272727272727273	0.05069119716487425	0.008046852787746297	0.13636363636363635	0.22727272727272727	False
baseline_plus_kmer	leave_clade_out	0.0	0.0	0.1	22	0.09090909090909091	0.5	0.9090909090909091	0.5909090909090909	0.6818181818181818	0.050751769501840946	0.008046852787746297	0.13636363636363635	0.22727272727272727	False
baseline_plus_kmer	leave_clade_out	0.0	0.0	0.2	22	0.5454545454545454	0.4166666666666667	0.45454545454545453	0.5	0.5909090909090909	0.0713894548237461	0.1594715181748264	0.13636363636363635	0.22727272727272727	False
baseline_plus_kmer	leave_clade_out	0.0	0.0	1.0	22	1.0	0.2727272727272727	0.0	0.2727272727272727	0.4090909090909091	0.1779651105809863	0.7004465510384915	0.13636363636363635	0.36363636363636365	False
baseline_plus_kmer	leave_clade_out	0.0	0.5	0.05	22	0.0	nan	1.0	0.5909090909090909	0.7272727272727273	0.05069119716487425	0.008046852787746297	0.13636363636363635	0.22727272727272727	False
baseline_plus_kmer	leave_clade_out	0.0	0.5	0.1	22	0.09090909090909091	0.5	0.9090909090909091	0.5909090909090909	0.6818181818181818	0.050751769501840946	0.008046852787746297	0.13636363636363635	0.22727272727272727	False
baseline_plus_kmer	leave_clade_out	0.0	0.5	0.2	22	0.45454545454545453	0.5	0.5454545454545454	0.5909090909090909	0.6818181818181818	0.050751769501840946	0.008046852787746297	0.13636363636363635	0.22727272727272727	False
baseline_plus_kmer	leave_clade_out	0.0	0.5	1.0	22	0.5909090909090909	0.46153846153846156	0.4090909090909091	0.5454545454545454	0.6818181818181818	0.051214771324139964	0.009986030979703213	0.13636363636363635	0.22727272727272727	False
