feature_set	split	margin	min_pred	max_sd	n_species	single_anchor_coverage	single_anchor_top1_accuracy	top2_or_probe_coverage	action_contains_true_best_rate	action_contains_true_top2_rate	mean_regret_after_action	p90_regret_after_action	low_best_species_rate	low_chosen_species_rate	usable_action_policy
baseline_deployable	leave_species_out	0.0	0.8	0.05	22	0.0	nan	1.0	0.8181818181818182	0.8636363636363636	0.052271168411103436	0.05090432272386858	0.13636363636363635	0.22727272727272727	True
baseline_deployable	leave_species_out	0.0	0.8	0.1	22	0.0	nan	1.0	0.8181818181818182	0.8636363636363636	0.052271168411103436	0.05090432272386858	0.13636363636363635	0.22727272727272727	True
baseline_deployable	leave_species_out	0.0	0.8	0.2	22	0.045454545454545456	0.0	0.9545454545454546	0.7727272727272727	0.8636363636363636	0.054135835851331034	0.05492095619892645	0.13636363636363635	0.22727272727272727	True
baseline_deployable	leave_species_out	0.0	0.8	1.0	22	0.045454545454545456	0.0	0.9545454545454546	0.7727272727272727	0.8636363636363636	0.054135835851331034	0.05492095619892645	0.13636363636363635	0.22727272727272727	True
baseline_deployable	leave_species_out	0.05	0.0	0.05	22	0.0	nan	1.0	0.8181818181818182	0.8636363636363636	0.052271168411103436	0.05090432272386858	0.13636363636363635	0.22727272727272727	True
baseline_deployable	leave_species_out	0.05	0.0	0.1	22	0.0	nan	1.0	0.8181818181818182	0.8636363636363636	0.052271168411103436	0.05090432272386858	0.13636363636363635	0.22727272727272727	True
baseline_deployable	leave_species_out	0.05	0.0	0.2	22	0.045454545454545456	1.0	0.9545454545454546	0.8181818181818182	0.8636363636363636	0.052271168411103436	0.05090432272386858	0.13636363636363635	0.22727272727272727	True
baseline_deployable	leave_species_out	0.05	0.0	1.0	22	0.09090909090909091	0.5	0.9090909090909091	0.7727272727272727	0.8636363636363636	0.05273417023340244	0.05183729183948362	0.13636363636363635	0.22727272727272727	True
baseline_deployable	leave_species_out	0.05	0.5	0.05	22	0.0	nan	1.0	0.8181818181818182	0.8636363636363636	0.052271168411103436	0.05090432272386858	0.13636363636363635	0.22727272727272727	True
baseline_deployable	leave_species_out	0.05	0.5	0.1	22	0.0	nan	1.0	0.8181818181818182	0.8636363636363636	0.052271168411103436	0.05090432272386858	0.13636363636363635	0.22727272727272727	True
baseline_deployable	leave_species_out	0.05	0.5	0.2	22	0.045454545454545456	1.0	0.9545454545454546	0.8181818181818182	0.8636363636363636	0.052271168411103436	0.05090432272386858	0.13636363636363635	0.22727272727272727	True
baseline_deployable	leave_species_out	0.05	0.5	1.0	22	0.09090909090909091	0.5	0.9090909090909091	0.7727272727272727	0.8636363636363636	0.05273417023340244	0.05183729183948362	0.13636363636363635	0.22727272727272727	True
baseline_deployable	leave_species_out	0.05	0.7	0.05	22	0.0	nan	1.0	0.8181818181818182	0.8636363636363636	0.052271168411103436	0.05090432272386858	0.13636363636363635	0.22727272727272727	True
baseline_deployable	leave_species_out	0.05	0.7	0.1	22	0.0	nan	1.0	0.8181818181818182	0.8636363636363636	0.052271168411103436	0.05090432272386858	0.13636363636363635	0.22727272727272727	True
baseline_deployable	leave_species_out	0.05	0.7	0.2	22	0.0	nan	1.0	0.8181818181818182	0.8636363636363636	0.052271168411103436	0.05090432272386858	0.13636363636363635	0.22727272727272727	True
baseline_deployable	leave_species_out	0.05	0.7	1.0	22	0.0	nan	1.0	0.8181818181818182	0.8636363636363636	0.052271168411103436	0.05090432272386858	0.13636363636363635	0.22727272727272727	True
baseline_deployable	leave_species_out	0.05	0.8	0.05	22	0.0	nan	1.0	0.8181818181818182	0.8636363636363636	0.052271168411103436	0.05090432272386858	0.13636363636363635	0.22727272727272727	True
baseline_deployable	leave_species_out	0.05	0.8	0.1	22	0.0	nan	1.0	0.8181818181818182	0.8636363636363636	0.052271168411103436	0.05090432272386858	0.13636363636363635	0.22727272727272727	True
baseline_deployable	leave_species_out	0.05	0.8	0.2	22	0.0	nan	1.0	0.8181818181818182	0.8636363636363636	0.052271168411103436	0.05090432272386858	0.13636363636363635	0.22727272727272727	True
baseline_deployable	leave_species_out	0.05	0.8	1.0	22	0.0	nan	1.0	0.8181818181818182	0.8636363636363636	0.052271168411103436	0.05090432272386858	0.13636363636363635	0.22727272727272727	True
baseline_deployable	leave_species_out	0.1	0.0	0.05	22	0.0	nan	1.0	0.8181818181818182	0.8636363636363636	0.052271168411103436	0.05090432272386858	0.13636363636363635	0.22727272727272727	True
baseline_deployable	leave_species_out	0.1	0.0	0.1	22	0.0	nan	1.0	0.8181818181818182	0.8636363636363636	0.052271168411103436	0.05090432272386858	0.13636363636363635	0.22727272727272727	True
baseline_deployable	leave_species_out	0.1	0.0	0.2	22	0.0	nan	1.0	0.8181818181818182	0.8636363636363636	0.052271168411103436	0.05090432272386858	0.13636363636363635	0.22727272727272727	True
baseline_deployable	leave_species_out	0.1	0.0	1.0	22	0.0	nan	1.0	0.8181818181818182	0.8636363636363636	0.052271168411103436	0.05090432272386858	0.13636363636363635	0.22727272727272727	True
baseline_deployable	leave_species_out	0.1	0.5	0.05	22	0.0	nan	1.0	0.8181818181818182	0.8636363636363636	0.052271168411103436	0.05090432272386858	0.13636363636363635	0.22727272727272727	True
baseline_deployable	leave_species_out	0.1	0.5	0.1	22	0.0	nan	1.0	0.8181818181818182	0.8636363636363636	0.052271168411103436	0.05090432272386858	0.13636363636363635	0.22727272727272727	True
baseline_deployable	leave_species_out	0.1	0.5	0.2	22	0.0	nan	1.0	0.8181818181818182	0.8636363636363636	0.052271168411103436	0.05090432272386858	0.13636363636363635	0.22727272727272727	True
baseline_deployable	leave_species_out	0.1	0.5	1.0	22	0.0	nan	1.0	0.8181818181818182	0.8636363636363636	0.052271168411103436	0.05090432272386858	0.13636363636363635	0.22727272727272727	True
baseline_deployable	leave_species_out	0.1	0.7	0.05	22	0.0	nan	1.0	0.8181818181818182	0.8636363636363636	0.052271168411103436	0.05090432272386858	0.13636363636363635	0.22727272727272727	True
baseline_deployable	leave_species_out	0.1	0.7	0.1	22	0.0	nan	1.0	0.8181818181818182	0.8636363636363636	0.052271168411103436	0.05090432272386858	0.13636363636363635	0.22727272727272727	True
baseline_deployable	leave_species_out	0.1	0.7	0.2	22	0.0	nan	1.0	0.8181818181818182	0.8636363636363636	0.052271168411103436	0.05090432272386858	0.13636363636363635	0.22727272727272727	True
baseline_deployable	leave_species_out	0.1	0.7	1.0	22	0.0	nan	1.0	0.8181818181818182	0.8636363636363636	0.052271168411103436	0.05090432272386858	0.13636363636363635	0.22727272727272727	True
baseline_deployable	leave_species_out	0.1	0.8	0.05	22	0.0	nan	1.0	0.8181818181818182	0.8636363636363636	0.052271168411103436	0.05090432272386858	0.13636363636363635	0.22727272727272727	True
baseline_deployable	leave_species_out	0.1	0.8	0.1	22	0.0	nan	1.0	0.8181818181818182	0.8636363636363636	0.052271168411103436	0.05090432272386858	0.13636363636363635	0.22727272727272727	True
baseline_deployable	leave_species_out	0.1	0.8	0.2	22	0.0	nan	1.0	0.8181818181818182	0.8636363636363636	0.052271168411103436	0.05090432272386858	0.13636363636363635	0.22727272727272727	True
baseline_deployable	leave_species_out	0.1	0.8	1.0	22	0.0	nan	1.0	0.8181818181818182	0.8636363636363636	0.052271168411103436	0.05090432272386858	0.13636363636363635	0.22727272727272727	True
baseline_deployable	leave_species_out	0.15	0.0	0.05	22	0.0	nan	1.0	0.8181818181818182	0.8636363636363636	0.052271168411103436	0.05090432272386858	0.13636363636363635	0.22727272727272727	True
baseline_deployable	leave_species_out	0.15	0.0	0.1	22	0.0	nan	1.0	0.8181818181818182	0.8636363636363636	0.052271168411103436	0.05090432272386858	0.13636363636363635	0.22727272727272727	True
baseline_deployable	leave_species_out	0.15	0.0	0.2	22	0.0	nan	1.0	0.8181818181818182	0.8636363636363636	0.052271168411103436	0.05090432272386858	0.13636363636363635	0.22727272727272727	True
baseline_deployable	leave_species_out	0.15	0.0	1.0	22	0.0	nan	1.0	0.8181818181818182	0.8636363636363636	0.052271168411103436	0.05090432272386858	0.13636363636363635	0.22727272727272727	True
baseline_deployable	leave_species_out	0.15	0.5	0.05	22	0.0	nan	1.0	0.8181818181818182	0.8636363636363636	0.052271168411103436	0.05090432272386858	0.13636363636363635	0.22727272727272727	True
baseline_deployable	leave_species_out	0.15	0.5	0.1	22	0.0	nan	1.0	0.8181818181818182	0.8636363636363636	0.052271168411103436	0.05090432272386858	0.13636363636363635	0.22727272727272727	True
baseline_deployable	leave_species_out	0.15	0.5	0.2	22	0.0	nan	1.0	0.8181818181818182	0.8636363636363636	0.052271168411103436	0.05090432272386858	0.13636363636363635	0.22727272727272727	True
baseline_deployable	leave_species_out	0.15	0.5	1.0	22	0.0	nan	1.0	0.8181818181818182	0.8636363636363636	0.052271168411103436	0.05090432272386858	0.13636363636363635	0.22727272727272727	True
baseline_deployable	leave_species_out	0.15	0.7	0.05	22	0.0	nan	1.0	0.8181818181818182	0.8636363636363636	0.052271168411103436	0.05090432272386858	0.13636363636363635	0.22727272727272727	True
baseline_deployable	leave_species_out	0.15	0.7	0.1	22	0.0	nan	1.0	0.8181818181818182	0.8636363636363636	0.052271168411103436	0.05090432272386858	0.13636363636363635	0.22727272727272727	True
baseline_deployable	leave_species_out	0.15	0.7	0.2	22	0.0	nan	1.0	0.8181818181818182	0.8636363636363636	0.052271168411103436	0.05090432272386858	0.13636363636363635	0.22727272727272727	True
baseline_deployable	leave_species_out	0.15	0.7	1.0	22	0.0	nan	1.0	0.8181818181818182	0.8636363636363636	0.052271168411103436	0.05090432272386858	0.13636363636363635	0.22727272727272727	True
baseline_deployable	leave_species_out	0.15	0.8	0.05	22	0.0	nan	1.0	0.8181818181818182	0.8636363636363636	0.052271168411103436	0.05090432272386858	0.13636363636363635	0.22727272727272727	True
baseline_deployable	leave_species_out	0.15	0.8	0.1	22	0.0	nan	1.0	0.8181818181818182	0.8636363636363636	0.052271168411103436	0.05090432272386858	0.13636363636363635	0.22727272727272727	True
baseline_deployable	leave_species_out	0.15	0.8	0.2	22	0.0	nan	1.0	0.8181818181818182	0.8636363636363636	0.052271168411103436	0.05090432272386858	0.13636363636363635	0.22727272727272727	True
baseline_deployable	leave_species_out	0.15	0.8	1.0	22	0.0	nan	1.0	0.8181818181818182	0.8636363636363636	0.052271168411103436	0.05090432272386858	0.13636363636363635	0.22727272727272727	True
baseline_plus_assembly_kmer	leave_clade_out	0.0	0.0	0.05	22	0.0	nan	1.0	0.6363636363636364	0.7272727272727273	0.019916880727580747	0.08809539002095826	0.13636363636363635	0.18181818181818182	False
baseline_plus_assembly_kmer	leave_clade_out	0.0	0.0	0.1	22	0.045454545454545456	1.0	0.9545454545454546	0.6363636363636364	0.7272727272727273	0.019916880727580747	0.08809539002095826	0.13636363636363635	0.18181818181818182	False
baseline_plus_assembly_kmer	leave_clade_out	0.0	0.0	0.2	22	0.5909090909090909	0.46153846153846156	0.4090909090909091	0.5454545454545454	0.5454545454545454	0.05236688995541239	0.22400700151960018	0.13636363636363635	0.18181818181818182	False
baseline_plus_assembly_kmer	leave_clade_out	0.0	0.0	1.0	22	1.0	0.3181818181818182	0.0	0.3181818181818182	0.4090909090909091	0.1315650358472381	0.28914676472046313	0.13636363636363635	0.2727272727272727	False
baseline_plus_assembly_kmer	leave_clade_out	0.0	0.5	0.05	22	0.0	nan	1.0	0.6363636363636364	0.7272727272727273	0.019916880727580747	0.08809539002095826	0.13636363636363635	0.18181818181818182	False
baseline_plus_assembly_kmer	leave_clade_out	0.0	0.5	0.1	22	0.045454545454545456	1.0	0.9545454545454546	0.6363636363636364	0.7272727272727273	0.019916880727580747	0.08809539002095826	0.13636363636363635	0.18181818181818182	False
baseline_plus_assembly_kmer	leave_clade_out	0.0	0.5	0.2	22	0.5	0.5454545454545454	0.5	0.5909090909090909	0.5909090909090909	0.04107092402417697	0.14811066345513002	0.13636363636363635	0.18181818181818182	False
baseline_plus_assembly_kmer	leave_clade_out	0.0	0.5	1.0	22	0.7272727272727273	0.4375	0.2727272727272727	0.45454545454545453	0.5454545454545454	0.04843122605056113	0.1594715181748264	0.13636363636363635	0.18181818181818182	False
baseline_plus_assembly_kmer	leave_clade_out	0.0	0.7	0.05	22	0.0	nan	1.0	0.6363636363636364	0.7272727272727273	0.019916880727580747	0.08809539002095826	0.13636363636363635	0.18181818181818182	False
