panel	variant	exp_id	seed	window	max_eval_samples	n_bp	token_label_mode	threshold	postprocess_family	bp_tp	bp_fp	bp_fn	bp_tn	bp_precision	bp_recall	bp_f1	bp_positive_rate_true	bp_positive_rate_pred	bp_n	pred_true_backed_rate	short_pred_segments	short_true_backed_rate	short_mean_best_iou	mean_fragments_per_true	split_true_rate	missed_true_rate	deleted_baseline_fragments	deleted_true_backed_fragments	deleted_false_fragments	deleted_true_backed_fraction	overmerge_rate	iou_threshold	boundary_tol_bp	true_segments	pred_segments	segment_tp	segment_fp	segment_fn	segment_precision	segment_recall	segment_f1	mean_matched_iou	boundary_precision	boundary_recall	boundary_f1	median_boundary_error_bp	gap	min_len	hmm_penalty	rescue_threshold	rescue_max_len	short_cutoff	delta_segment_vs_raw_t050	delta_boundary_vs_raw_t050	delta_missed_vs_raw_t050	strict_guardrail_safe
human_test	hmm_p2_rescue_t0.50_max80	PIPE-TEFM-CAP-POSTPROC-20260701	42	4096	40	163840	single_nt		hmm_rescue_short	55046	3775	16838	88181	0.9358222403563353	0.7657615046463747	0.8422937148540607	0.4387451171875	0.359014892578125	163840	0.8745704467353952	426	0.8497652582159625	0.016070485013358685	2.2254098360655736	0.0860655737704918	0.28688524590163933	0	0	0	0.0	0.03608247422680412	0.8	5	244	582	90	492	154	0.15463917525773196	0.36885245901639346	0.21791767554479424	0.9439298982921696	0.07731958762886598	0.18442622950819673	0.10895883777239712	3.5			2.0	0.5	80		0.06372605877832718	0.03261153238317556	0.0	True
human_test	hmm_p2_rescue_t0.50_max150	PIPE-TEFM-CAP-POSTPROC-20260701	42	4096	40	163840	single_nt		hmm_rescue_short	55046	3775	16838	88181	0.9358222403563353	0.7657615046463747	0.8422937148540607	0.4387451171875	0.359014892578125	163840	0.8745704467353952	426	0.8497652582159625	0.016070485013358685	2.2254098360655736	0.0860655737704918	0.28688524590163933	0	0	0	0.0	0.03608247422680412	0.8	5	244	582	90	492	154	0.15463917525773196	0.36885245901639346	0.21791767554479424	0.9439298982921696	0.07731958762886598	0.18442622950819673	0.10895883777239712	3.5			2.0	0.5	150		0.06372605877832718	0.03261153238317556	0.0	True
human_test	hmm_p2_rescue_t0.50_max300	PIPE-TEFM-CAP-POSTPROC-20260701	42	4096	40	163840	single_nt		hmm_rescue_short	55046	3775	16838	88181	0.9358222403563353	0.7657615046463747	0.8422937148540607	0.4387451171875	0.359014892578125	163840	0.8745704467353952	426	0.8497652582159625	0.016070485013358685	2.2254098360655736	0.0860655737704918	0.28688524590163933	0	0	0	0.0	0.03608247422680412	0.8	5	244	582	90	492	154	0.15463917525773196	0.36885245901639346	0.21791767554479424	0.9439298982921696	0.07731958762886598	0.18442622950819673	0.10895883777239712	3.5			2.0	0.5	300		0.06372605877832718	0.03261153238317556	0.0	True
human_test	lenadaptive_raw0.50_hmm2_cut80	PIPE-TEFM-CAP-POSTPROC-20260701	42	4096	40	163840	single_nt	0.5	length_adaptive	54995	3775	16889	88181	0.935766547558278	0.7650520282677647	0.8418418111959833	0.4387451171875	0.35870361328125	163840	0.8828250401284109	467	0.8629550321199143	0.014572238461199436	2.3934426229508197	0.0942622950819672	0.28688524590163933	0	0	0	0.0	0.033707865168539325	0.8	5	244	623	90	533	154	0.14446227929373998	0.36885245901639346	0.20761245674740486	0.9439298982921696	0.07223113964686999	0.18442622950819673	0.10380622837370243	3.5			2.0			80	0.0534208399809378	0.02745892298448087	0.0	True
human_test	lenadaptive_raw0.50_hmm2_cut150	PIPE-TEFM-CAP-POSTPROC-20260701	42	4096	40	163840	single_nt	0.5	length_adaptive	54957	3745	16927	88211	0.936203195802528	0.7645233988091926	0.8416981912303002	0.4387451171875	0.35828857421875	163840	0.8644578313253012	513	0.8401559454191033	0.01748676962015837	2.4918032786885247	0.11065573770491803	0.28688524590163933	0	0	0	0.0	0.03162650602409638	0.8	5	244	664	92	572	152	0.13855421686746988	0.3770491803278688	0.20264317180616742	0.9417177176575698	0.0677710843373494	0.18442622950819673	0.09911894273127754	4.0			2.0			150	0.04845155503970036	0.022771637342055978	0.0	True
human_test	lenadaptive_raw0.50_hmm2_cut300	PIPE-TEFM-CAP-POSTPROC-20260701	42	4096	40	163840	single_nt	0.5	length_adaptive	54918	3720	16966	88236	0.9365599099560012	0.7639808580490791	0.8415133081013163	0.4387451171875	0.35789794921875	163840	0.8571428571428571	556	0.8327338129496403	0.016503949577983942	2.6188524590163933	0.13114754098360656	0.28688524590163933	0	0	0	0.0	0.028288543140028287	0.8	5	244	707	95	612	149	0.13437057991513437	0.38934426229508196	0.19978969505783384	0.9395689672933422	0.06506364922206506	0.1885245901639344	0.09674027339642481	4.0			2.0			300	0.04559807829136678	0.02039296800720325	0.0	True
human_test	hmm_p4_rescue_t0.50_max80	PIPE-TEFM-CAP-POSTPROC-20260701	42	4096	40	163840	single_nt		hmm_rescue_short	55071	3792	16813	88164	0.9355792263391265	0.766109287184909	0.8424055618866971	0.4387451171875	0.359271240234375	163840	0.8752107925801011	442	0.8552036199095022	0.013266621741574662	2.2868852459016393	0.08196721311475409	0.28688524590163933	0	0	0	0.0	0.0387858347386172	0.8	5	244	593	85	508	159	0.1433389544688027	0.3483606557377049	0.20310633213859022	0.9452629922418813	0.07251264755480608	0.1762295081967213	0.1027479091995221	3.0			4.0	0.5	80		0.04891471537212316	0.026400603810300544	0.0	True
human_test	hmm_p4_rescue_t0.50_max150	PIPE-TEFM-CAP-POSTPROC-20260701	42	4096	40	163840	single_nt		hmm_rescue_short	55071	3792	16813	88164	0.9355792263391265	0.766109287184909	0.8424055618866971	0.4387451171875	0.359271240234375	163840	0.8752107925801011	442	0.8552036199095022	0.013266621741574662	2.2868852459016393	0.08196721311475409	0.28688524590163933	0	0	0	0.0	0.0387858347386172	0.8	5	244	593	85	508	159	0.1433389544688027	0.3483606557377049	0.20310633213859022	0.9452629922418813	0.07251264755480608	0.1762295081967213	0.1027479091995221	3.0			4.0	0.5	150		0.04891471537212316	0.026400603810300544	0.0	True
human_test	hmm_p4_rescue_t0.50_max300	PIPE-TEFM-CAP-POSTPROC-20260701	42	4096	40	163840	single_nt		hmm_rescue_short	55071	3792	16813	88164	0.9355792263391265	0.766109287184909	0.8424055618866971	0.4387451171875	0.359271240234375	163840	0.8752107925801011	442	0.8552036199095022	0.013266621741574662	2.2868852459016393	0.08196721311475409	0.28688524590163933	0	0	0	0.0	0.0387858347386172	0.8	5	244	593	85	508	159	0.1433389544688027	0.3483606557377049	0.20310633213859022	0.9452629922418813	0.07251264755480608	0.1762295081967213	0.1027479091995221	3.0			4.0	0.5	300		0.04891471537212316	0.026400603810300544	0.0	True
human_test	lenadaptive_raw0.50_hmm4_cut80	PIPE-TEFM-CAP-POSTPROC-20260701	42	4096	40	163840	single_nt	0.5	length_adaptive	55046	3792	16838	88164	0.935551854243856	0.7657615046463747	0.8421841771086733	0.4387451171875	0.35911865234375	163840	0.8796747967479674	464	0.8620689655172413	0.01259792287859365	2.377049180327869	0.09016393442622951	0.28688524590163933	0	0	0	0.0	0.03739837398373984	0.8	5	244	615	85	530	159	0.13821138211382114	0.3483606557377049	0.19790454016298023	0.9452629922418813	0.06991869918699187	0.1762295081967213	0.10011641443538997	3.0			4.0			80	0.04371292339651317	0.023769109046168413	0.0	True
human_test	lenadaptive_raw0.50_hmm4_cut150	PIPE-TEFM-CAP-POSTPROC-20260701	42	4096	40	163840	single_nt	0.5	length_adaptive	55009	3762	16875	88194	0.9359888380323629	0.765246786489344	0.8420496728024185	0.4387451171875	0.358709716796875	163840	0.86	503	0.8369781312127237	0.01606010555985044	2.4508196721311477	0.11065573770491803	0.28688524590163933	0	0	0	0.0	0.03538461538461538	0.8	5	244	650	87	563	157	0.13384615384615384	0.35655737704918034	0.19463087248322147	0.9428930289512767	0.06615384615384616	0.1762295081967213	0.09619686800894856	4.0			4.0			150	0.04043925571675441	0.019849562619726993	0.0	True
human_test	lenadaptive_raw0.50_hmm4_cut300	PIPE-TEFM-CAP-POSTPROC-20260701	42	4096	40	163840	single_nt	0.5	length_adaptive	54970	3733	16914	88223	0.9364087014292285	0.7647042457292305	0.8418908467152166	0.4387451171875	0.358294677734375	163840	0.8530259365994236	546	0.8296703296703297	0.015171641477697072	2.5778688524590163	0.13114754098360656	0.28688524590163933	0	0	0	0.0	0.03025936599423631	0.8	5	244	694	92	602	152	0.13256484149855907	0.3770491803278688	0.19616204690831554	0.9407734689936109	0.06484149855907781	0.18442622950819673	0.09594882729211088	4.0			4.0			300	0.04197043014184848	0.019601521902889316	0.0	True
mouse_quick	gap25_min40_t0.20	PIPE-TEFM-CAP-POSTPROC-20260701	42	4096	40	163840	single_nt	0.2	gap_minlen	38158	11042	5921	108719	0.7755691056910569	0.8656729962113479	0.8181477074153882	0.269036865234375	0.30029296875	163840	0.674074074074074	12	0.3333333333333333	0.12407990151737049	0.9533333333333334	0.03333333333333333	0.1	0	0	0	0.0	0.14074074074074075	0.8	5	150	135	55	80	95	0.4074074074074074	0.36666666666666664	0.38596491228070173	0.9273050036450808	0.15555555555555556	0.14	0.1473684210526316	6.0	25	40					0.2422523374304023	0.09604250146323895	-0.013333333333333322	True
mouse_quick	gap50_min80_t0.20	PIPE-TEFM-CAP-POSTPROC-20260701	42	4096	40	163840	single_nt	0.2	gap_minlen	38195	11407	5884	108354	0.7700294342970041	0.8665123981941514	0.8154268208067805	0.269036865234375	0.30274658203125	163840	0.6666666666666666	0	0.0	0.0	0.92	0.02666666666666667	0.11333333333333333	20	2	18	0.1	0.23148148148148148	0.8	5	150	108	46	62	104	0.42592592592592593	0.30666666666666664	0.35658914728682173	0.9271138996834472	0.1574074074074074	0.11333333333333333	0.1317829457364341	6.0	50	80					0.2128765724365223	0.08045702614704145	0.0	True
mouse_quick	gap100_min100_t0.20	PIPE-TEFM-CAP-POSTPROC-20260701	42	4096	40	163840	single_nt	0.2	gap_minlen	38675	12574	5404	107187	0.7546488711974868	0.8774019374305224	0.8114090298757972	0.269036865234375	0.312799072265625	163840	0.6022727272727273	0	0.0	0.0	0.9066666666666666	0.013333333333333334	0.10666666666666667	15	1	14	0.06666666666666667	0.3409090909090909	0.8	5	150	88	34	54	116	0.38636363636363635	0.22666666666666666	0.2857142857142857	0.9231375850321757	0.1590909090909091	0.09333333333333334	0.11764705882352941	6.25	100	100					0.14200171086398627	0.06632113923413677	-0.006666666666666654	True
mouse_quick	raw_t0.30	PIPE-TEFM-CAP-POSTPROC-20260701	42	4096	40	163840	single_nt	0.3	raw	36361	7594	7718	112167	0.8272323967694233	0.8249052836951837	0.8260672013085854	0.269036865234375	0.268280029296875	163840	0.47017189079878663	841	0.40665873959571935	0.00972864157588649	3.2733333333333334	0.22666666666666666	0.10666666666666667	0	0	0	0.0	0.011122345803842264	0.8	5	150	989	80	909	70	0.08088978766430738	0.5333333333333333	0.1404741000877963	0.9311602912062782	0.029322548028311426	0.19333333333333333	0.05092186128182616	5.5							-0.003238474762503135	-0.0004040583075664919	-0.006666666666666654	True
mouse_quick	gap25_min40_t0.30	PIPE-TEFM-CAP-POSTPROC-20260701	42	4096	40	163840	single_nt	0.3	gap_minlen	37274	9114	6805	110647	0.8035267741657325	0.8456180947843644	0.8240352835840693	0.269036865234375	0.2831298828125	163840	0.717391304347826	17	0.29411764705882354	0.16184486886206867	0.9466666666666667	0.04666666666666667	0.10666666666666667	0	0	0	0.0	0.13043478260869565	0.8	5	150	138	59	79	91	0.427536231884058	0.3933333333333333	0.4097222222222222	0.9276304308706739	0.16666666666666666	0.15333333333333332	0.15972222222222224	5.0	25	40					0.2660096473719228	0.1083963026328296	-0.006666666666666654	True
mouse_quick	gap50_min80_t0.30	PIPE-TEFM-CAP-POSTPROC-20260701	42	4096	40	163840	single_nt	0.3	gap_minlen	37195	9335	6884	110426	0.7993767461852568	0.8438258581183784	0.8210001214007439	0.269036865234375	0.28399658203125	163840	0.6880733944954128	0	0.0	0.0	0.9133333333333333	0.03333333333333333	0.12666666666666668	39	3	36	0.07692307692307693	0.22935779816513763	0.8	5	150	109	48	61	102	0.44036697247706424	0.32	0.37065637065637064	0.9375445840206448	0.1834862385321101	0.13333333333333333	0.15444015444015446	4.75	50	80					0.2269437958060712	0.10311423485076182	0.01333333333333335	True
mouse_quick	gap100_min100_t0.30	PIPE-TEFM-CAP-POSTPROC-20260701	42	4096	40	163840	single_nt	0.3	gap_minlen	37732	10877	6347	108884	0.776234853627929	0.8560085301390685	0.8141722768858968	0.269036865234375	0.296685791015625	163840	0.6153846153846154	0	0.0	0.0	0.9133333333333333	0.02666666666666667	0.11333333333333333	22	1	21	0.045454545454545456	0.3516483516483517	0.8	5	150	91	35	56	115	0.38461538461538464	0.23333333333333334	0.2904564315352697	0.938177689466424	0.16483516483516483	0.1	0.12448132780082988	4.0	100	100					0.14674385668497025	0.07315540821143723	0.0	True
mouse_quick	raw_t0.40	PIPE-TEFM-CAP-POSTPROC-20260701	42	4096	40	163840	single_nt	0.4	raw	35470	6261	8609	113500	0.8499676499484795	0.8046915764876699	0.826710173639436	0.269036865234375	0.254705810546875	163840	0.5093411996066863	869	0.4487917146144994	0.009914185935554915	3.6066666666666665	0.23333333333333334	0.11333333333333333	0	0	0	0.0	0.010816125860373648	0.8	5	150	1017	81	936	69	0.07964601769911504	0.54	0.13881748071979436	0.9376853863031185	0.02753195673549656	0.18666666666666668	0.04798628963153385	5.0							-0.004895094130505068	-0.003339629957858803	0.0	True
mouse_quick	gap25_min40_t0.40	PIPE-TEFM-CAP-POSTPROC-20260701	42	4096	40	163840	single_nt	0.4	gap_minlen	36576	7708	7503	112053	0.8259416493541686	0.8297828898114749	0.8278578137908401	0.269036865234375	0.2702880859375	163840	0.704225352112676	18	0.2222222222222222	0.13241572910504176	0.9466666666666667	0.04	0.11333333333333333	5	0	5	0.0	0.11971830985915492	0.8	5	150	142	61	81	89	0.4295774647887324	0.4066666666666667	0.4178082191780822	0.9344859190701179	0.15492957746478872	0.14666666666666667	0.15068493150684933	5.5	25	40					0.2740956443277828	0.09935901191745669	0.0	True
mouse_quick	gap50_min80_t0.40	PIPE-TEFM-CAP-POSTPROC-20260701	42	4096	40	163840	single_nt	0.4	gap_minlen	36612	7697	7467	112064	0.8262881130244419	0.8305996052542027	0.8284382495361361	0.269036865234375	0.270440673828125	163840	0.7321428571428571	0	0.0	0.0	0.9	0.02666666666666667	0.13333333333333333	50	3	47	0.06	0.19642857142857142	0.8	5	150	112	52	60	98	0.4642857142857143	0.3466666666666667	0.3969465648854962	0.9366223184874504	0.17857142857142858	0.13333333333333333	0.15267175572519082	5.0	50	80					0.25323399003519675	0.10134583613579817	0.020000000000000004	True
mouse_quick	gap100_min100_t0.40	PIPE-TEFM-CAP-POSTPROC-20260701	42	4096	40	163840	single_nt	0.4	gap_minlen	37152	9445	6927	110316	0.7973045475030581	0.8428503368951201	0.8194450571264723	0.269036865234375	0.284405517578125	163840	0.6494845360824743	0	0.0	0.0	0.9	0.02	0.12	26	1	25	0.038461538461538464	0.28865979381443296	0.8	5	150	97	37	60	113	0.38144329896907214	0.24666666666666667	0.29959514170040485	0.9467730920230925	0.17525773195876287	0.11333333333333333	0.13765182186234814	4.0	100	100					0.15588256685010543	0.0863259022729555	0.006666666666666668	True
mouse_quick	raw_t0.50	PIPE-TEFM-CAP-POSTPROC-20260701	42	4096	40	163840	single_nt	0.5	raw	34512	5258	9567	114503	0.8677897912999749	0.7829578710950793	0.8231940750635071	0.269036865234375	0.24273681640625	163840	0.6113837095191365	873	0.565864833906071	0.012948078971020216	4.273333333333333	0.29333333333333333	0.11333333333333333	0	0	0	0.0	0.009813542688910697	0.8	5	150	1019	84	935	66	0.08243375858684986	0.56	0.14371257485029942	0.9337964667723242	0.029440628066732092	0.2	0.05132591958939265	5.5							0.0	0.0	0.0	True
mouse_quick	gap25_min40_t0.50	PIPE-TEFM-CAP-POSTPROC-20260701	42	4096	40	163840	single_nt	0.5	gap_minlen	35940	6280	8139	113481	0.8512553292278541	0.8153542503232832	0.8329181102909652	0.269036865234375	0.2576904296875	163840	0.7605633802816901	15	0.3333333333333333	0.16611593094832663	0.96	0.04666666666666667	0.11333333333333333	48	5	43	0.10416666666666667	0.11267605633802817	0.8	5	150	142	67	75	83	0.47183098591549294	0.44666666666666666	0.45890410958904115	0.929484391620457	0.1619718309859155	0.15333333333333332	0.15753424657534246	5.5	25	40					0.31519153473874173	0.10620832698594981	0.0	True
mouse_quick	gap50_min80_t0.50	PIPE-TEFM-CAP-POSTPROC-20260701	42	4096	40	163840	single_nt	0.5	gap_minlen	36030	6717	8049	113044	0.8428661660467401	0.8173960389301028	0.8299357335360376	0.269036865234375	0.260906982421875	163840	0.7589285714285714	0	0.0	0.0	0.9	0.02666666666666667	0.13333333333333333	71	5	66	0.07042253521126761	0.1875	0.8	5	150	112	53	59	97	0.4732142857142857	0.35333333333333333	0.4045801526717557	0.9377198800269909	0.17857142857142858	0.13333333333333333	0.15267175572519082	5.5	50	80					0.26086757782145625	0.10134583613579817	0.020000000000000004	True
mouse_quick	hmm_p1_rescue_t0.50_max80	PIPE-TEFM-CAP-POSTPROC-20260701	42	4096	40	163840	single_nt		hmm_rescue_short	34869	5489	9210	114272	0.8639922691907429	0.7910569659021303	0.8259175479943627	0.269036865234375	0.24632568359375	163840	0.6006825938566553	443	0.5237020316027088	0.015286644626472796	2.5	0.19333333333333333	0.11333333333333333	0	0	0	0.0	0.020477815699658702	0.8	5	150	586	81	505	69	0.13822525597269625	0.54	0.22010869565217392	0.936320439045011	0.051194539249146756	0.2	0.08152173913043478	5.0			1.0	0.5	80		0.0763961208018745	0.030195819541042133	0.0	True
