panel	variant	true_len_bin	true_segments_bin	missed_true_rate_bin	split_true_rate_bin	mean_fragments_per_true_bin
human_test	lenadaptive_raw0.20_hmm2_cut80	300_1000	54	0.05555555555555555	0.12962962962962962	1.3703703703703705
human_test	lenadaptive_raw0.20_hmm2_cut80	ge1000	5	0.0	0.6	25.0
human_test	lenadaptive_raw0.20_hmm2_cut150	lt80	56	0.5892857142857143	0.10714285714285714	0.6428571428571429
human_test	lenadaptive_raw0.20_hmm2_cut150	80_300	129	0.26356589147286824	0.13953488372093023	1.062015503875969
human_test	lenadaptive_raw0.20_hmm2_cut150	300_1000	54	0.07407407407407407	0.1111111111111111	1.3333333333333333
human_test	lenadaptive_raw0.20_hmm2_cut150	ge1000	5	0.0	0.6	25.2
human_test	lenadaptive_raw0.20_hmm2_cut300	lt80	56	0.5714285714285714	0.10714285714285714	0.6607142857142857
human_test	lenadaptive_raw0.20_hmm2_cut300	80_300	129	0.26356589147286824	0.14728682170542637	1.0775193798449612
human_test	lenadaptive_raw0.20_hmm2_cut300	300_1000	54	0.09259259259259259	0.12962962962962962	1.3333333333333333
human_test	lenadaptive_raw0.20_hmm2_cut300	ge1000	5	0.0	0.6	24.8
human_test	lenadaptive_raw0.30_hmm2_cut80	lt80	56	0.625	0.08928571428571429	0.5892857142857143
human_test	lenadaptive_raw0.30_hmm2_cut80	80_300	129	0.24031007751937986	0.16279069767441862	1.0852713178294573
human_test	lenadaptive_raw0.30_hmm2_cut80	300_1000	54	0.05555555555555555	0.1111111111111111	1.462962962962963
human_test	lenadaptive_raw0.30_hmm2_cut80	ge1000	5	0.0	0.4	40.6
human_test	lenadaptive_raw0.30_hmm2_cut150	lt80	56	0.5714285714285714	0.08928571428571429	0.6428571428571429
human_test	lenadaptive_raw0.30_hmm2_cut150	80_300	129	0.2713178294573643	0.15503875968992248	1.0465116279069768
human_test	lenadaptive_raw0.30_hmm2_cut150	300_1000	54	0.05555555555555555	0.1111111111111111	1.462962962962963
human_test	lenadaptive_raw0.30_hmm2_cut150	ge1000	5	0.0	0.4	40.8
human_test	lenadaptive_raw0.30_hmm2_cut300	lt80	56	0.5714285714285714	0.08928571428571429	0.6428571428571429
human_test	lenadaptive_raw0.30_hmm2_cut300	80_300	129	0.24806201550387597	0.16279069767441862	1.0775193798449612
human_test	lenadaptive_raw0.30_hmm2_cut300	300_1000	54	0.07407407407407407	0.12962962962962962	1.462962962962963
human_test	lenadaptive_raw0.30_hmm2_cut300	ge1000	5	0.0	0.4	41.0
human_test	lenadaptive_raw0.40_hmm2_cut80	lt80	56	0.6428571428571429	0.08928571428571429	0.5892857142857143
human_test	lenadaptive_raw0.40_hmm2_cut80	80_300	129	0.24806201550387597	0.13178294573643412	1.0852713178294573
human_test	lenadaptive_raw0.40_hmm2_cut80	300_1000	54	0.05555555555555555	0.14814814814814814	1.3333333333333333
human_test	lenadaptive_raw0.40_hmm2_cut80	ge1000	5	0.0	0.6	94.2
human_test	lenadaptive_raw0.40_hmm2_cut150	lt80	56	0.625	0.08928571428571429	0.6428571428571429
human_test	lenadaptive_raw0.40_hmm2_cut150	80_300	129	0.2558139534883721	0.13953488372093023	1.069767441860465
human_test	lenadaptive_raw0.40_hmm2_cut150	300_1000	54	0.05555555555555555	0.14814814814814814	1.3333333333333333
human_test	lenadaptive_raw0.40_hmm2_cut150	ge1000	5	0.0	0.6	94.4
human_test	lenadaptive_raw0.40_hmm2_cut300	lt80	56	0.625	0.08928571428571429	0.6428571428571429
human_test	lenadaptive_raw0.40_hmm2_cut300	80_300	129	0.24806201550387597	0.14728682170542637	1.1085271317829457
human_test	lenadaptive_raw0.40_hmm2_cut300	300_1000	54	0.07407407407407407	0.14814814814814814	1.3148148148148149
human_test	lenadaptive_raw0.40_hmm2_cut300	ge1000	5	0.0	0.6	94.2
human_test	lenadaptive_raw0.50_hmm2_cut80	lt80	56	0.625	0.07142857142857142	0.5
human_test	lenadaptive_raw0.50_hmm2_cut80	80_300	129	0.24806201550387597	0.10852713178294573	0.9612403100775194
human_test	lenadaptive_raw0.50_hmm2_cut80	300_1000	54	0.05555555555555555	0.05555555555555555	1.1481481481481481
human_test	lenadaptive_raw0.50_hmm2_cut80	ge1000	5	0.0	0.4	74.0
human_test	lenadaptive_raw0.50_hmm2_cut150	lt80	56	0.625	0.07142857142857142	0.5535714285714286
human_test	lenadaptive_raw0.50_hmm2_cut150	80_300	129	0.24806201550387597	0.13953488372093023	1.0077519379844961
human_test	lenadaptive_raw0.50_hmm2_cut150	300_1000	54	0.05555555555555555	0.05555555555555555	1.2222222222222223
human_test	lenadaptive_raw0.50_hmm2_cut150	ge1000	5	0.0	0.4	76.2
human_test	lenadaptive_raw0.50_hmm2_cut300	lt80	56	0.625	0.07142857142857142	0.5535714285714286
human_test	lenadaptive_raw0.50_hmm2_cut300	80_300	129	0.24806201550387597	0.17829457364341086	1.0852713178294573
human_test	lenadaptive_raw0.50_hmm2_cut300	300_1000	54	0.05555555555555555	0.05555555555555555	1.2222222222222223
human_test	lenadaptive_raw0.50_hmm2_cut300	ge1000	5	0.0	0.4	80.4
human_test	lenadaptive_raw0.60_hmm2_cut80	lt80	56	0.625	0.03571428571428571	0.48214285714285715
human_test	lenadaptive_raw0.60_hmm2_cut80	80_300	129	0.24806201550387597	0.05426356589147287	0.8294573643410853
human_test	lenadaptive_raw0.60_hmm2_cut80	300_1000	54	0.05555555555555555	0.05555555555555555	1.1296296296296295
human_test	lenadaptive_raw0.60_hmm2_cut80	ge1000	5	0.0	0.4	15.0
human_test	lenadaptive_raw0.60_hmm2_cut150	lt80	56	0.625	0.05357142857142857	0.5714285714285714
human_test	lenadaptive_raw0.60_hmm2_cut150	80_300	129	0.24806201550387597	0.10852713178294573	0.9457364341085271
human_test	lenadaptive_raw0.60_hmm2_cut150	300_1000	54	0.05555555555555555	0.05555555555555555	1.2037037037037037
human_test	lenadaptive_raw0.60_hmm2_cut150	ge1000	5	0.0	0.4	15.2
human_test	lenadaptive_raw0.60_hmm2_cut300	lt80	56	0.625	0.05357142857142857	0.5714285714285714
human_test	lenadaptive_raw0.60_hmm2_cut300	80_300	129	0.24806201550387597	0.20155038759689922	1.0930232558139534
human_test	lenadaptive_raw0.60_hmm2_cut300	300_1000	54	0.05555555555555555	0.05555555555555555	1.2222222222222223
human_test	lenadaptive_raw0.60_hmm2_cut300	ge1000	5	0.0	0.4	25.4
human_test	lenadaptive_raw0.70_hmm2_cut80	lt80	56	0.625	0.03571428571428571	0.4642857142857143
human_test	lenadaptive_raw0.70_hmm2_cut80	80_300	129	0.2558139534883721	0.031007751937984496	0.7984496124031008
human_test	lenadaptive_raw0.70_hmm2_cut80	300_1000	54	0.05555555555555555	0.05555555555555555	1.037037037037037
human_test	lenadaptive_raw0.70_hmm2_cut80	ge1000	5	0.0	0.4	8.4
human_test	lenadaptive_raw0.70_hmm2_cut150	lt80	56	0.625	0.07142857142857142	0.5357142857142857
human_test	lenadaptive_raw0.70_hmm2_cut150	80_300	129	0.2558139534883721	0.10852713178294573	0.9069767441860465
human_test	lenadaptive_raw0.70_hmm2_cut150	300_1000	54	0.05555555555555555	0.05555555555555555	1.0925925925925926
human_test	lenadaptive_raw0.70_hmm2_cut150	ge1000	5	0.0	0.4	8.4
human_test	lenadaptive_raw0.70_hmm2_cut300	lt80	56	0.625	0.07142857142857142	0.5357142857142857
human_test	lenadaptive_raw0.70_hmm2_cut300	80_300	129	0.2558139534883721	0.1937984496124031	1.0852713178294573
human_test	lenadaptive_raw0.70_hmm2_cut300	300_1000	54	0.05555555555555555	0.05555555555555555	1.1111111111111112
human_test	lenadaptive_raw0.70_hmm2_cut300	ge1000	5	0.0	0.4	11.2
human_test	lenadaptive_raw0.80_hmm2_cut80	lt80	56	0.6428571428571429	0.0	0.35714285714285715
human_test	lenadaptive_raw0.80_hmm2_cut80	80_300	129	0.26356589147286824	0.031007751937984496	0.813953488372093
human_test	lenadaptive_raw0.80_hmm2_cut80	300_1000	54	0.05555555555555555	0.018518518518518517	0.9629629629629629
human_test	lenadaptive_raw0.80_hmm2_cut80	ge1000	5	0.0	0.4	7.4
human_test	lenadaptive_raw0.80_hmm2_cut150	lt80	56	0.6428571428571429	0.0	0.35714285714285715
human_test	lenadaptive_raw0.80_hmm2_cut150	80_300	129	0.26356589147286824	0.12403100775193798	0.9689922480620154
human_test	lenadaptive_raw0.80_hmm2_cut150	300_1000	54	0.05555555555555555	0.037037037037037035	0.9814814814814815
human_test	lenadaptive_raw0.80_hmm2_cut150	ge1000	5	0.0	0.4	7.6
human_test	lenadaptive_raw0.80_hmm2_cut300	lt80	56	0.6428571428571429	0.0	0.35714285714285715
human_test	lenadaptive_raw0.80_hmm2_cut300	80_300	129	0.26356589147286824	0.2558139534883721	1.248062015503876
human_test	lenadaptive_raw0.80_hmm2_cut300	300_1000	54	0.05555555555555555	0.05555555555555555	1.0
human_test	lenadaptive_raw0.80_hmm2_cut300	ge1000	5	0.0	0.4	7.2
human_test	hmm_p4	lt80	56	0.625	0.0	0.375
human_test	hmm_p4	80_300	129	0.2558139534883721	0.015503875968992248	0.7596899224806202
human_test	hmm_p4	300_1000	54	0.05555555555555555	0.037037037037037035	0.9814814814814815
human_test	hmm_p4	ge1000	5	0.0	0.4	4.8
human_test	hmm_p4_rescue_t0.50_max80	lt80	56	0.625	0.05357142857142857	0.4642857142857143
human_test	hmm_p4_rescue_t0.50_max80	80_300	129	0.24806201550387597	0.10077519379844961	0.9457364341085271
human_test	hmm_p4_rescue_t0.50_max80	300_1000	54	0.05555555555555555	0.037037037037037035	1.0185185185185186
human_test	hmm_p4_rescue_t0.50_max80	ge1000	5	0.0	0.4	71.0
human_test	hmm_p4_rescue_t0.50_max150	lt80	56	0.625	0.05357142857142857	0.4642857142857143
human_test	hmm_p4_rescue_t0.50_max150	80_300	129	0.24806201550387597	0.10077519379844961	0.9457364341085271
human_test	hmm_p4_rescue_t0.50_max150	300_1000	54	0.05555555555555555	0.037037037037037035	1.0185185185185186
human_test	hmm_p4_rescue_t0.50_max150	ge1000	5	0.0	0.4	71.0
human_test	hmm_p4_rescue_t0.50_max300	lt80	56	0.625	0.05357142857142857	0.4642857142857143
human_test	hmm_p4_rescue_t0.50_max300	80_300	129	0.24806201550387597	0.10077519379844961	0.9457364341085271
human_test	hmm_p4_rescue_t0.50_max300	300_1000	54	0.05555555555555555	0.037037037037037035	1.0185185185185186
human_test	hmm_p4_rescue_t0.50_max300	ge1000	5	0.0	0.4	71.0
human_test	hmm_p4_rescue_t0.60_max80	lt80	56	0.625	0.0	0.375
human_test	hmm_p4_rescue_t0.60_max80	80_300	129	0.24806201550387597	0.03875968992248062	0.7906976744186046
human_test	hmm_p4_rescue_t0.60_max80	300_1000	54	0.05555555555555555	0.037037037037037035	0.9814814814814815
human_test	hmm_p4_rescue_t0.60_max80	ge1000	5	0.0	0.4	11.6
human_test	hmm_p4_rescue_t0.60_max150	lt80	56	0.625	0.0	0.375
human_test	hmm_p4_rescue_t0.60_max150	80_300	129	0.24806201550387597	0.03875968992248062	0.7906976744186046
human_test	hmm_p4_rescue_t0.60_max150	300_1000	54	0.05555555555555555	0.037037037037037035	0.9814814814814815
human_test	hmm_p4_rescue_t0.60_max150	ge1000	5	0.0	0.4	11.6
human_test	hmm_p4_rescue_t0.60_max300	lt80	56	0.625	0.0	0.375
human_test	hmm_p4_rescue_t0.60_max300	80_300	129	0.24806201550387597	0.03875968992248062	0.7906976744186046
human_test	hmm_p4_rescue_t0.60_max300	300_1000	54	0.05555555555555555	0.037037037037037035	0.9814814814814815
human_test	hmm_p4_rescue_t0.60_max300	ge1000	5	0.0	0.4	11.6
human_test	hmm_p4_rescue_t0.70_max80	lt80	56	0.625	0.0	0.375
human_test	hmm_p4_rescue_t0.70_max80	80_300	129	0.2558139534883721	0.015503875968992248	0.7596899224806202
human_test	hmm_p4_rescue_t0.70_max80	300_1000	54	0.05555555555555555	0.037037037037037035	0.9814814814814815
human_test	hmm_p4_rescue_t0.70_max80	ge1000	5	0.0	0.4	5.4
human_test	hmm_p4_rescue_t0.70_max150	lt80	56	0.625	0.0	0.375
human_test	hmm_p4_rescue_t0.70_max150	80_300	129	0.2558139534883721	0.015503875968992248	0.7596899224806202
human_test	hmm_p4_rescue_t0.70_max150	300_1000	54	0.05555555555555555	0.037037037037037035	0.9814814814814815
human_test	hmm_p4_rescue_t0.70_max150	ge1000	5	0.0	0.4	5.4
human_test	hmm_p4_rescue_t0.70_max300	lt80	56	0.625	0.0	0.375
human_test	hmm_p4_rescue_t0.70_max300	80_300	129	0.2558139534883721	0.015503875968992248	0.7596899224806202
human_test	hmm_p4_rescue_t0.70_max300	300_1000	54	0.05555555555555555	0.037037037037037035	0.9814814814814815
human_test	hmm_p4_rescue_t0.70_max300	ge1000	5	0.0	0.4	5.4
human_test	lenadaptive_raw0.20_hmm4_cut80	lt80	56	0.5892857142857143	0.10714285714285714	0.6428571428571429
human_test	lenadaptive_raw0.20_hmm4_cut80	80_300	129	0.2248062015503876	0.14728682170542637	1.1007751937984496
human_test	lenadaptive_raw0.20_hmm4_cut80	300_1000	54	0.05555555555555555	0.12962962962962962	1.3703703703703705
human_test	lenadaptive_raw0.20_hmm4_cut80	ge1000	5	0.0	0.6	24.6
human_test	lenadaptive_raw0.20_hmm4_cut150	lt80	56	0.5714285714285714	0.10714285714285714	0.6607142857142857
human_test	lenadaptive_raw0.20_hmm4_cut150	80_300	129	0.26356589147286824	0.13953488372093023	1.062015503875969
human_test	lenadaptive_raw0.20_hmm4_cut150	300_1000	54	0.07407407407407407	0.1111111111111111	1.3333333333333333
human_test	lenadaptive_raw0.20_hmm4_cut150	ge1000	5	0.0	0.6	25.0
human_test	lenadaptive_raw0.20_hmm4_cut300	lt80	56	0.5535714285714286	0.10714285714285714	0.6785714285714286
human_test	lenadaptive_raw0.20_hmm4_cut300	80_300	129	0.26356589147286824	0.14728682170542637	1.0775193798449612
human_test	lenadaptive_raw0.20_hmm4_cut300	300_1000	54	0.09259259259259259	0.12962962962962962	1.3333333333333333
human_test	lenadaptive_raw0.20_hmm4_cut300	ge1000	5	0.0	0.6	24.6
human_test	lenadaptive_raw0.30_hmm4_cut80	lt80	56	0.625	0.08928571428571429	0.5892857142857143
human_test	lenadaptive_raw0.30_hmm4_cut80	80_300	129	0.24031007751937986	0.16279069767441862	1.0852713178294573
human_test	lenadaptive_raw0.30_hmm4_cut80	300_1000	54	0.05555555555555555	0.1111111111111111	1.4074074074074074
human_test	lenadaptive_raw0.30_hmm4_cut80	ge1000	5	0.0	0.4	40.2
human_test	lenadaptive_raw0.30_hmm4_cut150	lt80	56	0.5714285714285714	0.08928571428571429	0.6428571428571429
human_test	lenadaptive_raw0.30_hmm4_cut150	80_300	129	0.2713178294573643	0.15503875968992248	1.0465116279069768
human_test	lenadaptive_raw0.30_hmm4_cut150	300_1000	54	0.05555555555555555	0.1111111111111111	1.462962962962963
human_test	lenadaptive_raw0.30_hmm4_cut150	ge1000	5	0.0	0.4	40.6
human_test	lenadaptive_raw0.30_hmm4_cut300	lt80	56	0.5714285714285714	0.08928571428571429	0.6428571428571429
human_test	lenadaptive_raw0.30_hmm4_cut300	80_300	129	0.24806201550387597	0.16279069767441862	1.0775193798449612
human_test	lenadaptive_raw0.30_hmm4_cut300	300_1000	54	0.07407407407407407	0.1111111111111111	1.4444444444444444
human_test	lenadaptive_raw0.30_hmm4_cut300	ge1000	5	0.0	0.4	40.8
human_test	lenadaptive_raw0.40_hmm4_cut80	lt80	56	0.6428571428571429	0.08928571428571429	0.5892857142857143
human_test	lenadaptive_raw0.40_hmm4_cut80	80_300	129	0.24806201550387597	0.13178294573643412	1.0852713178294573
human_test	lenadaptive_raw0.40_hmm4_cut80	300_1000	54	0.05555555555555555	0.14814814814814814	1.2777777777777777
human_test	lenadaptive_raw0.40_hmm4_cut80	ge1000	5	0.0	0.4	93.4
human_test	lenadaptive_raw0.40_hmm4_cut150	lt80	56	0.625	0.08928571428571429	0.6428571428571429
human_test	lenadaptive_raw0.40_hmm4_cut150	80_300	129	0.2558139534883721	0.13953488372093023	1.069767441860465
human_test	lenadaptive_raw0.40_hmm4_cut150	300_1000	54	0.05555555555555555	0.14814814814814814	1.3333333333333333
human_test	lenadaptive_raw0.40_hmm4_cut150	ge1000	5	0.0	0.4	93.8
human_test	lenadaptive_raw0.40_hmm4_cut300	lt80	56	0.625	0.08928571428571429	0.6428571428571429
human_test	lenadaptive_raw0.40_hmm4_cut300	80_300	129	0.24806201550387597	0.14728682170542637	1.1085271317829457
human_test	lenadaptive_raw0.40_hmm4_cut300	300_1000	54	0.07407407407407407	0.14814814814814814	1.3148148148148149
human_test	lenadaptive_raw0.40_hmm4_cut300	ge1000	5	0.0	0.4	93.6
human_test	lenadaptive_raw0.50_hmm4_cut80	lt80	56	0.625	0.07142857142857142	0.5
human_test	lenadaptive_raw0.50_hmm4_cut80	80_300	129	0.24806201550387597	0.10852713178294573	0.9612403100775194
human_test	lenadaptive_raw0.50_hmm4_cut80	300_1000	54	0.05555555555555555	0.037037037037037035	1.0555555555555556
human_test	lenadaptive_raw0.50_hmm4_cut80	ge1000	5	0.0	0.4	74.2
human_test	lenadaptive_raw0.50_hmm4_cut150	lt80	56	0.625	0.07142857142857142	0.5535714285714286
human_test	lenadaptive_raw0.50_hmm4_cut150	80_300	129	0.24806201550387597	0.13953488372093023	1.0077519379844961
human_test	lenadaptive_raw0.50_hmm4_cut150	300_1000	54	0.05555555555555555	0.05555555555555555	1.2222222222222223
human_test	lenadaptive_raw0.50_hmm4_cut150	ge1000	5	0.0	0.4	74.2
human_test	lenadaptive_raw0.50_hmm4_cut300	lt80	56	0.625	0.07142857142857142	0.5535714285714286
human_test	lenadaptive_raw0.50_hmm4_cut300	80_300	129	0.24806201550387597	0.17829457364341086	1.0852713178294573
human_test	lenadaptive_raw0.50_hmm4_cut300	300_1000	54	0.05555555555555555	0.05555555555555555	1.2222222222222223
human_test	lenadaptive_raw0.50_hmm4_cut300	ge1000	5	0.0	0.4	78.4
human_test	lenadaptive_raw0.60_hmm4_cut80	lt80	56	0.625	0.03571428571428571	0.48214285714285715
human_test	lenadaptive_raw0.60_hmm4_cut80	80_300	129	0.24806201550387597	0.05426356589147287	0.8294573643410853
human_test	lenadaptive_raw0.60_hmm4_cut80	300_1000	54	0.05555555555555555	0.037037037037037035	1.0555555555555556
human_test	lenadaptive_raw0.60_hmm4_cut80	ge1000	5	0.0	0.4	15.0
human_test	lenadaptive_raw0.60_hmm4_cut150	lt80	56	0.625	0.05357142857142857	0.5714285714285714
human_test	lenadaptive_raw0.60_hmm4_cut150	80_300	129	0.24806201550387597	0.10852713178294573	0.9457364341085271
human_test	lenadaptive_raw0.60_hmm4_cut150	300_1000	54	0.05555555555555555	0.05555555555555555	1.2037037037037037
human_test	lenadaptive_raw0.60_hmm4_cut150	ge1000	5	0.0	0.4	15.0
human_test	lenadaptive_raw0.60_hmm4_cut300	lt80	56	0.625	0.05357142857142857	0.5714285714285714
human_test	lenadaptive_raw0.60_hmm4_cut300	80_300	129	0.24806201550387597	0.20155038759689922	1.0930232558139534
human_test	lenadaptive_raw0.60_hmm4_cut300	300_1000	54	0.05555555555555555	0.05555555555555555	1.2222222222222223
human_test	lenadaptive_raw0.60_hmm4_cut300	ge1000	5	0.0	0.4	25.2
human_test	lenadaptive_raw0.70_hmm4_cut80	lt80	56	0.625	0.03571428571428571	0.4642857142857143
human_test	lenadaptive_raw0.70_hmm4_cut80	80_300	129	0.2558139534883721	0.031007751937984496	0.7984496124031008
human_test	lenadaptive_raw0.70_hmm4_cut80	300_1000	54	0.05555555555555555	0.037037037037037035	1.0
human_test	lenadaptive_raw0.70_hmm4_cut80	ge1000	5	0.0	0.4	8.0
human_test	lenadaptive_raw0.70_hmm4_cut150	lt80	56	0.625	0.07142857142857142	0.5357142857142857
human_test	lenadaptive_raw0.70_hmm4_cut150	80_300	129	0.2558139534883721	0.10077519379844961	0.8992248062015504
human_test	lenadaptive_raw0.70_hmm4_cut150	300_1000	54	0.05555555555555555	0.05555555555555555	1.0925925925925926
human_test	lenadaptive_raw0.70_hmm4_cut150	ge1000	5	0.0	0.4	8.2
human_test	lenadaptive_raw0.70_hmm4_cut300	lt80	56	0.625	0.07142857142857142	0.5357142857142857
human_test	lenadaptive_raw0.70_hmm4_cut300	80_300	129	0.2558139534883721	0.1937984496124031	1.0852713178294573
human_test	lenadaptive_raw0.70_hmm4_cut300	300_1000	54	0.05555555555555555	0.05555555555555555	1.1111111111111112
human_test	lenadaptive_raw0.70_hmm4_cut300	ge1000	5	0.0	0.4	11.0
human_test	lenadaptive_raw0.80_hmm4_cut80	lt80	56	0.6428571428571429	0.0	0.35714285714285715
human_test	lenadaptive_raw0.80_hmm4_cut80	80_300	129	0.26356589147286824	0.031007751937984496	0.813953488372093
human_test	lenadaptive_raw0.80_hmm4_cut80	300_1000	54	0.05555555555555555	0.018518518518518517	0.9629629629629629
human_test	lenadaptive_raw0.80_hmm4_cut80	ge1000	5	0.0	0.4	7.0
human_test	lenadaptive_raw0.80_hmm4_cut150	lt80	56	0.6428571428571429	0.0	0.35714285714285715
human_test	lenadaptive_raw0.80_hmm4_cut150	80_300	129	0.26356589147286824	0.11627906976744186	0.9612403100775194
human_test	lenadaptive_raw0.80_hmm4_cut150	300_1000	54	0.05555555555555555	0.037037037037037035	0.9814814814814815
human_test	lenadaptive_raw0.80_hmm4_cut150	ge1000	5	0.0	0.4	7.4
human_test	lenadaptive_raw0.80_hmm4_cut300	lt80	56	0.6428571428571429	0.0	0.35714285714285715
human_test	lenadaptive_raw0.80_hmm4_cut300	80_300	129	0.26356589147286824	0.2558139534883721	1.248062015503876
human_test	lenadaptive_raw0.80_hmm4_cut300	300_1000	54	0.05555555555555555	0.05555555555555555	1.0
human_test	lenadaptive_raw0.80_hmm4_cut300	ge1000	5	0.0	0.4	7.0
mouse_quick	raw_t0.20	lt80	18	0.3333333333333333	0.0	0.6666666666666666
mouse_quick	raw_t0.20	80_300	95	0.05263157894736842	0.11578947368421053	1.305263157894737
mouse_quick	raw_t0.20	300_1000	34	0.11764705882352941	0.4117647058823529	6.029411764705882
mouse_quick	raw_t0.20	ge1000	3	0.0	0.6666666666666666	23.666666666666668
mouse_quick	gap25_min40_t0.20	lt80	18	0.3333333333333333	0.0	0.6666666666666666
mouse_quick	gap25_min40_t0.20	80_300	95	0.05263157894736842	0.010526315789473684	0.9578947368421052
mouse_quick	gap25_min40_t0.20	300_1000	34	0.11764705882352941	0.08823529411764706	1.0294117647058822
mouse_quick	gap25_min40_t0.20	ge1000	3	0.0	0.3333333333333333	1.6666666666666667
mouse_quick	gap50_min80_t0.20	lt80	18	0.3888888888888889	0.0	0.6111111111111112
mouse_quick	gap50_min80_t0.20	80_300	95	0.06315789473684211	0.0	0.9368421052631579
mouse_quick	gap50_min80_t0.20	300_1000	34	0.11764705882352941	0.08823529411764706	1.0
mouse_quick	gap50_min80_t0.20	ge1000	3	0.0	0.3333333333333333	1.3333333333333333
mouse_quick	gap100_min100_t0.20	lt80	18	0.3888888888888889	0.0	0.6111111111111112
mouse_quick	gap100_min100_t0.20	80_300	95	0.05263157894736842	0.0	0.9473684210526315
mouse_quick	gap100_min100_t0.20	300_1000	34	0.11764705882352941	0.029411764705882353	0.9117647058823529
mouse_quick	gap100_min100_t0.20	ge1000	3	0.0	0.3333333333333333	1.3333333333333333
mouse_quick	raw_t0.30	lt80	18	0.3333333333333333	0.0	0.6666666666666666
mouse_quick	raw_t0.30	80_300	95	0.05263157894736842	0.16842105263157894	1.431578947368421
mouse_quick	raw_t0.30	300_1000	34	0.14705882352941177	0.47058823529411764	6.764705882352941
mouse_quick	raw_t0.30	ge1000	3	0.0	0.6666666666666666	37.666666666666664
mouse_quick	gap25_min40_t0.30	lt80	18	0.3333333333333333	0.0	0.6666666666666666
mouse_quick	gap25_min40_t0.30	80_300	95	0.05263157894736842	0.010526315789473684	0.9578947368421052
mouse_quick	gap25_min40_t0.30	300_1000	34	0.14705882352941177	0.14705882352941177	1.0294117647058822
mouse_quick	gap25_min40_t0.30	ge1000	3	0.0	0.3333333333333333	1.3333333333333333
mouse_quick	gap50_min80_t0.30	lt80	18	0.4444444444444444	0.0	0.5555555555555556
mouse_quick	gap50_min80_t0.30	80_300	95	0.06315789473684211	0.0	0.9368421052631579
mouse_quick	gap50_min80_t0.30	300_1000	34	0.14705882352941177	0.11764705882352941	1.0
mouse_quick	gap50_min80_t0.30	ge1000	3	0.0	0.3333333333333333	1.3333333333333333
mouse_quick	gap100_min100_t0.30	lt80	18	0.3888888888888889	0.0	0.6111111111111112
mouse_quick	gap100_min100_t0.30	80_300	95	0.05263157894736842	0.0	0.9473684210526315
mouse_quick	gap100_min100_t0.30	300_1000	34	0.14705882352941177	0.08823529411764706	0.9411764705882353
mouse_quick	gap100_min100_t0.30	ge1000	3	0.0	0.3333333333333333	1.3333333333333333
mouse_quick	raw_t0.40	lt80	18	0.3333333333333333	0.0	0.6666666666666666
mouse_quick	raw_t0.40	80_300	95	0.06315789473684211	0.16842105263157894	1.3368421052631578
mouse_quick	raw_t0.40	300_1000	34	0.14705882352941177	0.5	7.323529411764706
mouse_quick	raw_t0.40	ge1000	3	0.0	0.6666666666666666	51.0
mouse_quick	gap25_min40_t0.40	lt80	18	0.3333333333333333	0.0	0.6666666666666666
mouse_quick	gap25_min40_t0.40	80_300	95	0.06315789473684211	0.010526315789473684	0.9473684210526315
mouse_quick	gap25_min40_t0.40	300_1000	34	0.14705882352941177	0.08823529411764706	1.0
mouse_quick	gap25_min40_t0.40	ge1000	3	0.0	0.6666666666666666	2.0
mouse_quick	gap50_min80_t0.40	lt80	18	0.4444444444444444	0.0	0.5555555555555556
mouse_quick	gap50_min80_t0.40	80_300	95	0.07368421052631578	0.0	0.9263157894736842
mouse_quick	gap50_min80_t0.40	300_1000	34	0.14705882352941177	0.08823529411764706	0.9705882352941176
mouse_quick	gap50_min80_t0.40	ge1000	3	0.0	0.3333333333333333	1.3333333333333333
mouse_quick	gap100_min100_t0.40	lt80	18	0.3888888888888889	0.0	0.6111111111111112
mouse_quick	gap100_min100_t0.40	80_300	95	0.06315789473684211	0.0	0.9368421052631579
mouse_quick	gap100_min100_t0.40	300_1000	34	0.14705882352941177	0.058823529411764705	0.9117647058823529
mouse_quick	gap100_min100_t0.40	ge1000	3	0.0	0.3333333333333333	1.3333333333333333
mouse_quick	raw_t0.50	lt80	18	0.3333333333333333	0.0	0.6666666666666666
mouse_quick	raw_t0.50	80_300	95	0.06315789473684211	0.23157894736842105	1.4947368421052631
mouse_quick	raw_t0.50	300_1000	34	0.14705882352941177	0.5588235294117647	8.617647058823529
mouse_quick	raw_t0.50	ge1000	3	0.0	1.0	64.66666666666667
mouse_quick	gap25_min40_t0.50	lt80	18	0.3333333333333333	0.0	0.6666666666666666
mouse_quick	gap25_min40_t0.50	80_300	95	0.06315789473684211	0.010526315789473684	0.9473684210526315
mouse_quick	gap25_min40_t0.50	300_1000	34	0.14705882352941177	0.11764705882352941	1.0
mouse_quick	gap25_min40_t0.50	ge1000	3	0.0	0.6666666666666666	2.6666666666666665
mouse_quick	gap50_min80_t0.50	lt80	18	0.4444444444444444	0.0	0.5555555555555556
mouse_quick	gap50_min80_t0.50	80_300	95	0.07368421052631578	0.0	0.9263157894736842
mouse_quick	gap50_min80_t0.50	300_1000	34	0.14705882352941177	0.08823529411764706	0.9411764705882353
mouse_quick	gap50_min80_t0.50	ge1000	3	0.0	0.3333333333333333	1.6666666666666667
mouse_quick	gap100_min100_t0.50	lt80	18	0.3888888888888889	0.0	0.6111111111111112
