source	species	model	te_f1	distance_bucket	label_jaccard	repeat_library_completeness	ucsc_te_bp_log10	self_ucsc_bp_ratio_log	class_entropy	gc	train_clade_covered	kingdom_plant	stress_panel	insect_panel	path
repair_mixed	zebrafish	mouse_core_animal_4096	0.890849602962781	0.65	0.837603	0.982602	8.887261261356677	0.06285057103103395	0.5007062747812986	0.0	1.0	0.0	0.0	0.0	
repair_mixed	cattle	p5_archive_parity_4096	0.9224743217803422	0.28	0.48001	0.488924	9.101775014949785	-0.29456695170425834	0.5026184117689	0.441201171875	0.0	0.0	0.0	0.0	
repair_mixed	horse	p5_archive_parity_4096	0.9036842213808338	0.28	0.791397	0.812579	9.026699378784475	-0.07606022944133566	0.5590335596041941	0.5219681309917154	0.0	0.0	0.0	0.0	
repair_mixed	human	p5_archive_parity_4096	0.936231828325669	0.1	0.948128	0.966802	9.155181875350673	-0.005903571159263742	0.572086638754498	0.55045654296875	0.0	0.0	0.0	0.0	
repair_mixed	pig	p5_archive_parity_4096	0.8830790481060521	0.28	0.582164	0.594998	9.032045335315601	-0.20968427520846328	0.5146315299426227	0.53280517578125	0.0	0.0	0.0	0.0	
repair_mixed	cattle	p5_archive_parity_4096	0.9224743217803422	0.28	0.48001	0.488924	9.101775014949785	-0.29456695170425834	0.5026184117689	0.441201171875	0.0	0.0	0.0	0.0	
repair_mixed	horse	p5_archive_parity_4096	0.9036845538801594	0.28	0.791397	0.812579	9.026699378784475	-0.07606022944133566	0.5590335596041941	0.5219681309917154	0.0	0.0	0.0	0.0	
repair_mixed	human	p5_archive_parity_4096	0.9362315379784619	0.1	0.948128	0.966802	9.155181875350673	-0.005903571159263742	0.572086638754498	0.55045654296875	0.0	0.0	0.0	0.0	
repair_mixed	lizard	p5_archive_parity_4096	0.21890258185060169	0.5	0.038956	0.053715	7.983968523314736	-0.3639181796590216	0.5667695928828661	0.4049650383467576	0.0	0.0	1.0	0.0	
repair_mixed	opossum	p5_archive_parity_4096	0.8811934035689308	0.35	0.387702	0.396173	9.273598589520779	-0.37880048273767486	0.4931961307204842	0.42751062526527384	0.0	0.0	0.0	0.0	
repair_mixed	pig	p5_archive_parity_4096	0.8830790481060521	0.28	0.582164	0.594998	9.032045335315601	-0.20968427520846328	0.5146315299426227	0.53280517578125	0.0	0.0	0.0	0.0	
repair_mixed	red_flour_beetle	p5_archive_parity_4096	0.00246361392019337	0.9	0.027167	0.29354	5.254876634206766	1.004254993521776	0.38039598211210046	0.35283729296530075	0.0	0.0	1.0	1.0	
repair_mixed	western_honey_bee	p5_archive_parity_4096	0.015778479043513045	0.9	0.020425	0.982865	4.955033170333894	1.6821794829942562	-0.0	0.3753426136544884	0.0	0.0	1.0	1.0	
repair_mixed	x_laevis	p5_archive_parity_4096	0.3947158674369039	0.58	0.000194	0.000194	8.377652577559846	-3.6232965958865218	0.14092435803879808	0.37935993204752366	0.0	0.0	1.0	0.0	
