feature_set	split	species	species_group	action	deployed_anchor_or_shortlist	top1_anchor	top2_anchors	true_best_anchor	top1_contains_best	top2_contains_best	top1_actual_te_f1	top2_probe_actual_te_f1	true_best_te_f1	top1_regret	top2_probe_regret	deployed_regret	pred_top1_score	pred_top2_score	pred_margin	pred_top1_sd	risk_bin	abstain	local_probe_recommended	confidently_wrong_single_anchor
baseline_plus_kmer	leave_clade_out	human	vertebrate	abstain_require_local_probe		human_h0_ntv2_500m	human_h0_ntv2_500m,animal	human_h0_ntv2_500m	1	1	0.961411324419745	0.961411324419745	0.961411324419745	0.0	0.0	nan	0.8625300410775849	0.263041873643757	0.5994881674338279	0.057287104180775095	high_ge0.80	1	1	0
baseline_plus_kmer	leave_clade_out	lizard	vertebrate	abstain_require_local_probe		cross	cross,cross	animal	0	0	0.2400380045378313	0.2400380045378313	0.2416400416987031	0.0016020371608717887	0.0016020371608717887	nan	0.7499615359761976	0.7499615359761976	0.0	0.15691492591752684	medium_0.60_0.80	1	1	0
baseline_plus_kmer	leave_clade_out	maize	plant	abstain_require_local_probe		cross	cross,plant	cross	1	1	0.9629892479990332	0.9629892479990332	0.9629892479990332	0.0	0.0	nan	0.8573858729709952	0.8544885863320384	0.002897286638956831	0.13152327422297846	high_ge0.80	1	1	0
baseline_plus_kmer	leave_clade_out	mouse	vertebrate	abstain_require_local_probe		human_h0_ntv3_100m	human_h0_ntv3_100m,human_h0_ntv2_500m	human_h0_ntv2_500m	0	1	0.7771925460040144	0.937559801228433	0.937559801228433	0.16036725522441853	0.0	nan	0.314930432082432	0.29659816269235667	0.018332269390075318	0.16505280290752666	very_low_lt0.40	1	1	0
baseline_plus_kmer	leave_clade_out	opossum	vertebrate	abstain_require_local_probe		cross	cross,animal	animal	0	1	0.8799647530707007	0.8811419601553324	0.8811419601553324	0.0011772070846317595	0.0	nan	0.4064159114015239	0.3989436991729489	0.00747221222857497	0.3661437004711911	low_0.40_0.60	1	1	0
baseline_plus_kmer	leave_clade_out	pig	vertebrate	abstain_require_local_probe		insect	insect,animal	animal	0	1	0.1493562637371058	0.8761131743803473	0.8761131743803473	0.7267569106432414	0.0	nan	0.2578196091373287	0.24265994070046765	0.015159668436861062	0.3208601003430282	very_low_lt0.40	1	1	0
baseline_plus_kmer	leave_clade_out	red_flour_beetle	insect	abstain_require_local_probe		cross	cross,cross	insect	0	0	0.0030871384254842	0.0030871384254842	0.0059299524368398	0.0028428140113556	0.0028428140113556	nan	0.6946615882355177	0.6946615882355177	0.0	0.23360415505365562	medium_0.60_0.80	1	1	0
baseline_plus_kmer	leave_clade_out	rice	plant	abstain_require_local_probe		cross	cross,animal	cross	1	1	0.8757886614942711	0.8757886614942711	0.8757886614942711	0.0	0.0	nan	0.8630965638590276	0.8623216981984242	0.0007748656606033633	0.12561187088715828	high_ge0.80	1	1	0
baseline_plus_kmer	leave_clade_out	sorghum	plant	abstain_require_local_probe		cross	cross,animal	cross	1	1	0.9154621597006132	0.9154621597006132	0.9154621597006132	0.0	0.0	nan	0.8630965638590276	0.8625649841566114	0.0005315797024161295	0.12561187088715828	high_ge0.80	1	1	0
baseline_plus_kmer	leave_clade_out	soybean	plant	abstain_require_local_probe		cross	cross,cross	animal	0	0	0.4136761357660033	0.4136761357660033	0.5650860204945004	0.1514098847284971	0.1514098847284971	nan	0.24506843818068733	0.24506843818068733	0.0	0.24394989814470475	very_low_lt0.40	1	1	0
