feature_set	split	species	species_group	chosen_anchor	true_best_anchor	chosen_actual_te_f1	true_best_te_f1	anchor_top1_hit	anchor_top2_hit	regret	predicted_score	predicted_uncertainty_sd	risk_bin
genome_only	leave_species_out	human	vertebrate	human_h0_ntv2_500m	human_h0_ntv2_500m	0.961411324419745	0.961411324419745	1	1	0.0	0.7371998689092634	0.16211230545847688	medium_0.60_0.80
genome_only	leave_species_out	lizard	vertebrate	animal	animal	0.2416400416987031	0.2416400416987031	1	1	0.0	0.5851339123803523	0.23362877846616775	low_0.40_0.60
genome_only	leave_species_out	maize	plant	plant	cross	0.9619894139220538	0.9629892479990332	0	1	0.0009998340769793446	0.8226970239955884	0.14337865337721742	high_ge0.80
genome_only	leave_species_out	mouse	vertebrate	human_h0_ntv3_100m	human_h0_ntv2_500m	0.7771925460040144	0.937559801228433	0	0	0.16036725522441853	0.2945350864906485	0.1754941503385165	very_low_lt0.40
genome_only	leave_species_out	opossum	vertebrate	animal	animal	0.8811419601553324	0.8811419601553324	1	1	0.0	0.741928067366969	0.2600097942066011	medium_0.60_0.80
genome_only	leave_species_out	pig	vertebrate	animal	animal	0.8761131743803473	0.8761131743803473	1	1	0.0	0.6666112446399691	0.24735095957004322	medium_0.60_0.80
genome_only	leave_species_out	red_flour_beetle	insect	animal	insect	0.0044488885799382	0.0059299524368398	0	0	0.0014810638569016004	0.5874773420435401	0.2791111252813974	low_0.40_0.60
genome_only	leave_species_out	rice	plant	cross	cross	0.8757886614942711	0.8757886614942711	1	1	0.0	0.816697981318232	0.11149253327568906	high_ge0.80
genome_only	leave_species_out	sorghum	plant	cross	cross	0.9154621597006132	0.9154621597006132	1	1	0.0	0.8845637769077319	0.08595677932206502	high_ge0.80
genome_only	leave_species_out	soybean	plant	cross	animal	0.4136761357660033	0.5650860204945004	0	0	0.1514098847284971	0.5613745446751448	0.27520363294551287	low_0.40_0.60
genome_only	leave_species_out	teosinte	plant	cross	plant	0.9299634062638152	0.9308197551982428	0	0	0.0008563489344275421	0.3848888129342942	0.2734137430623594	very_low_lt0.40
genome_only	leave_species_out	thale_cress	plant	cross	cross	0.7121875392581978	0.7121875392581978	1	1	0.0	0.7037751004149781	0.18722286987856157	medium_0.60_0.80
genome_only	leave_species_out	western_clawed_frog	vertebrate	human_h0_ntv3_100m	human_h0_ntv2_500m	0.5191597065847986	0.7676709570719781	0	0	0.24851125048717948	0.5199192553636235	0.26914446621015287	low_0.40_0.60
genome_only	leave_species_out	western_honey_bee	insect	insect	insect	0.946524064171123	0.946524064171123	1	1	0.0	0.21223517828075078	0.3228488475523764	very_low_lt0.40
genome_only	leave_species_out	x_laevis	vertebrate	animal	animal	0.4013777654205557	0.4013777654205557	1	1	0.0	0.5548964094380746	0.3083763358520631	low_0.40_0.60
genome_only	leave_species_out	zebrafish	vertebrate	human_h0_ntv3_100m	human_h0_ntv2_500m	0.5214699959942013	0.8151318178516959	0	0	0.29366182185749456	0.3972712411472329	0.21857568681116976	very_low_lt0.40
genome_only	leave_clade_out	brachypodium	plant	cross	cross	0.8175422271365038	0.8175422271365038	1	1	0.0	0.8996184677239745	0.0780900627956062	high_ge0.80
genome_only	leave_clade_out	c_elegans	other	insect	animal	0.8945547202059512	0.9053972034713066	0	0	0.010842483265355418	0.08735793260706344	0.14715344481694131	very_low_lt0.40
genome_only	leave_clade_out	cattle	vertebrate	animal	animal	0.9216935615407684	0.9216935615407684	1	1	0.0	0.7515011637387734	0.21054914464596444	medium_0.60_0.80
genome_only	leave_clade_out	chicken	vertebrate	human_h0_ntv3_100m	human_h0_ntv2_500m	0.6195493201860316	0.8516226680157541	0	0	0.23207334782972255	0.7696499239195751	0.1501537138902827	medium_0.60_0.80
genome_only	leave_clade_out	fruit_fly	insect	cross	insect	0.942393180917196	0.944818571090276	0	0	0.0024253901730799665	0.818060567607947	0.11160316959196075	high_ge0.80
genome_only	leave_clade_out	horse	vertebrate	plant	cross	0.1025602154105038	0.8925601404845789	0	0	0.7899999250740751	0.3798528769020726	0.19188137583052348	very_low_lt0.40
genome_only	leave_clade_out	human	vertebrate	human_h0_ntv2_500m	human_h0_ntv2_500m	0.961411324419745	0.961411324419745	1	1	0.0	0.7909000418944315	0.11091278670835159	medium_0.60_0.80
genome_only	leave_clade_out	lizard	vertebrate	cross	animal	0.2400380045378313	0.2416400416987031	0	0	0.0016020371608717887	0.8075732409544223	0.1704394513940236	high_ge0.80
genome_only	leave_clade_out	maize	plant	cross	cross	0.9629892479990332	0.9629892479990332	1	1	0.0	0.8214018979989526	0.1804603400499128	high_ge0.80
genome_only	leave_clade_out	mouse	vertebrate	human_h0_ntv3_100m	human_h0_ntv2_500m	0.7771925460040144	0.937559801228433	0	0	0.16036725522441853	0.5533244226861188	0.27097529460278547	low_0.40_0.60
genome_only	leave_clade_out	opossum	vertebrate	cross	animal	0.8799647530707007	0.8811419601553324	0	1	0.0011772070846317595	0.5953056278045868	0.2621718299186748	low_0.40_0.60
genome_only	leave_clade_out	pig	vertebrate	plant	animal	0.0856805344147079	0.8761131743803473	0	0	0.7904326399656394	0.3772402551637626	0.18892141405424856	very_low_lt0.40
genome_only	leave_clade_out	red_flour_beetle	insect	cross	insect	0.0030871384254842	0.0059299524368398	0	0	0.0028428140113556	0.6011768357507189	0.2462169615266977	medium_0.60_0.80
genome_only	leave_clade_out	rice	plant	cross	cross	0.8757886614942711	0.8757886614942711	1	1	0.0	0.8675238278182669	0.1055464302041117	high_ge0.80
genome_only	leave_clade_out	sorghum	plant	cross	cross	0.9154621597006132	0.9154621597006132	1	1	0.0	0.8789286873545741	0.10315906899372883	high_ge0.80
genome_only	leave_clade_out	soybean	plant	cross	animal	0.4136761357660033	0.5650860204945004	0	0	0.1514098847284971	0.7038983370761359	0.222856781824423	medium_0.60_0.80
genome_only	leave_clade_out	teosinte	plant	cross	plant	0.9299634062638152	0.9308197551982428	0	0	0.0008563489344275421	0.38334721280669537	0.2828842406558738	very_low_lt0.40
genome_only	leave_clade_out	thale_cress	plant	cross	cross	0.7121875392581978	0.7121875392581978	1	1	0.0	0.8365429483115644	0.15079029123426374	high_ge0.80
genome_only	leave_clade_out	western_clawed_frog	vertebrate	human_h0_ntv3_100m	human_h0_ntv2_500m	0.5191597065847986	0.7676709570719781	0	0	0.24851125048717948	0.44564471582649207	0.19303222502826212	low_0.40_0.60
genome_only	leave_clade_out	western_honey_bee	insect	insect	insect	0.946524064171123	0.946524064171123	1	1	0.0	0.5897309767733578	0.2112783304105822	low_0.40_0.60
genome_only	leave_clade_out	x_laevis	vertebrate	insect	animal	0.2829600934257301	0.4013777654205557	0	0	0.11841767199482561	0.8215606882026484	0.16135178328076008	high_ge0.80
genome_only	leave_clade_out	zebrafish	vertebrate	human_h0_ntv3_100m	human_h0_ntv2_500m	0.5214699959942013	0.8151318178516959	0	0	0.29366182185749456	0.5379889694480291	0.1555712131638702	low_0.40_0.60
