feature_set	split	species	species_group	chosen_anchor	true_best_anchor	chosen_actual_te_f1	true_best_te_f1	anchor_top1_hit	anchor_top2_hit	regret	predicted_score	predicted_uncertainty_sd	risk_bin
baseline_deployable	leave_species_out	sorghum	plant	plant	cross	0.9087078620701828	0.9154621597006132	0	1	0.006754297630430339	0.734041844304622	0.1776995412175369	medium_0.60_0.80
baseline_deployable	leave_species_out	soybean	plant	cross	animal	0.4136761357660033	0.5650860204945004	0	0	0.1514098847284971	0.7140797944171853	0.2543037871419871	medium_0.60_0.80
baseline_deployable	leave_species_out	teosinte	plant	cross	plant	0.9299634062638152	0.9308197551982428	0	0	0.0008563489344275421	0.4784528532464422	0.08999902553742749	low_0.40_0.60
baseline_deployable	leave_species_out	thale_cress	plant	cross	cross	0.7121875392581978	0.7121875392581978	1	1	0.0	0.6975316968846815	0.19852203491747789	medium_0.60_0.80
baseline_deployable	leave_species_out	western_clawed_frog	vertebrate	human_h0_ntv2_500m	human_h0_ntv2_500m	0.7676709570719781	0.7676709570719781	1	1	0.0	0.6382214941402287	0.23571864166768008	medium_0.60_0.80
baseline_deployable	leave_species_out	western_honey_bee	insect	cross	insect	0.0052898014902451	0.946524064171123	0	0	0.941234262680878	0.02153870825845793	0.10251326379637898	very_low_lt0.40
baseline_deployable	leave_species_out	x_laevis	vertebrate	animal	animal	0.4013777654205557	0.4013777654205557	1	1	0.0	0.48995078066364356	0.23417215912128886	low_0.40_0.60
baseline_deployable	leave_species_out	zebrafish	vertebrate	human_h0_ntv2_500m	human_h0_ntv2_500m	0.8151318178516959	0.8151318178516959	1	1	0.0	0.6160921663667418	0.23332125587625158	medium_0.60_0.80
baseline_deployable	leave_clade_out	brachypodium	plant	insect	cross	0.4502561696769175	0.8175422271365038	0	0	0.3672860574595863	0.7565025769695534	0.17143545521578427	medium_0.60_0.80
baseline_deployable	leave_clade_out	c_elegans	other	cross	animal	0.8952111633807284	0.9053972034713066	0	1	0.010186040090578219	0.5760687881271201	0.2827213717556996	low_0.40_0.60
baseline_deployable	leave_clade_out	cattle	vertebrate	insect	animal	0.2681289424464008	0.9216935615407684	0	0	0.6535646190943676	0.6232530193171872	0.21253046600208586	medium_0.60_0.80
baseline_deployable	leave_clade_out	chicken	vertebrate	human_h0_ntv3_100m	human_h0_ntv2_500m	0.6195493201860316	0.8516226680157541	0	0	0.23207334782972255	0.48178531183123185	0.25659124249207205	low_0.40_0.60
baseline_deployable	leave_clade_out	fruit_fly	insect	cross	insect	0.942393180917196	0.944818571090276	0	0	0.0024253901730799665	0.8172820050535898	0.1283227196392206	high_ge0.80
baseline_deployable	leave_clade_out	horse	vertebrate	insect	cross	0.1869044858967403	0.8925601404845789	0	0	0.7056556545878385	0.6232530193171872	0.21253046600208586	medium_0.60_0.80
baseline_deployable	leave_clade_out	human	vertebrate	insect	human_h0_ntv2_500m	0.1477908337777611	0.961411324419745	0	0	0.8136204906419839	0.6232530193171872	0.21253046600208586	medium_0.60_0.80
baseline_deployable	leave_clade_out	lizard	vertebrate	insect	animal	0.1418302477559669	0.2416400416987031	0	0	0.0998097939427362	0.6232530193171872	0.21253046600208586	medium_0.60_0.80
baseline_deployable	leave_clade_out	maize	plant	insect	cross	0.8258861241547802	0.9629892479990332	0	0	0.13710312384425294	0.749881206639109	0.17138396337796374	medium_0.60_0.80
