path	stage	model_key	model	window	species	group	te_f1	te_precision	te_recall	te_auprc	macro_f1	bg_f1	n_windows	n_labeled_tokens
reports/tefm_supp/PIPE-TEFM-SUPP-20260617/transfer_BC_w2048/hyenadna/sorghum.json	transfer_BC_w2048	hyenadna	hyenadna	2048	sorghum	plant	0.35870834417490444	0.2905347034747017	0.4686846748634494	0.28997056056232073	0.4838174403294081	0.6089265364839117	1200	2455200
reports/tefm_supp/PIPE-TEFM-SUPP-20260617/transfer_BC_w2048/hyenadna/thale_cress.json	transfer_BC_w2048	hyenadna	hyenadna	2048	thale_cress	plant	0.1332530741916557	0.07410842905638161	0.659938425156447	0.07811099974535168	0.32108899122706336	0.508924908262471	1200	2455200
reports/tefm_supp/PIPE-TEFM-SUPP-20260617/transfer_BC_w2048/hyenadna/western_clawed_frog.json	transfer_BC_w2048	hyenadna	hyenadna	2048	western_clawed_frog	vertebrate	0.514607765019391	0.42731227946874145	0.6467275176876196	0.4117531216846065	0.5215314497109313	0.5284551344024718	1200	2455200
reports/tefm_supp/PIPE-TEFM-SUPP-20260617/transfer_BC_w2048/hyenadna/zebrafish.json	transfer_BC_w2048	hyenadna	hyenadna	2048	zebrafish	vertebrate	0.42704831207110944	0.34967817163475534	0.5483843877374804	0.333178889437415	0.48643314073855937	0.5458179694060092	1200	2455200
reports/tefm_supp/PIPE-TEFM-SUPP-20260617/transfer_BC_w2048/ntv2_500m/brachypodium.json	transfer_BC_w2048	ntv2_500m	ntv2_500m	2048	brachypodium	plant	0.44136359320102553	0.6464534075104311	0.3350634371395617	0.36453423874968777	0.7095003194975474	0.9776370457940693	1200	410400
reports/tefm_supp/PIPE-TEFM-SUPP-20260617/transfer_BC_w2048/ntv2_500m/c_elegans.json	transfer_BC_w2048	ntv2_500m	ntv2_500m	2048	c_elegans	invertebrate	0.38787594404969394	0.8214944867729875	0.2538719159951446	0.5562781448197343	0.6564768757732813	0.9250778074968685	1200	410400
reports/tefm_supp/PIPE-TEFM-SUPP-20260617/transfer_BC_w2048/ntv2_500m/chicken.json	transfer_BC_w2048	ntv2_500m	ntv2_500m	2048	chicken	vertebrate	0.8264788027846097	0.8911382391542763	0.7705677507617685	0.8918714253022295	0.8983911089495029	0.970303415114396	1200	410400
reports/tefm_supp/PIPE-TEFM-SUPP-20260617/transfer_BC_w2048/ntv2_500m/fruit_fly.json	transfer_BC_w2048	ntv2_500m	ntv2_500m	2048	fruit_fly	invertebrate	0.6948593954312847	0.9337713414284567	0.5532949916941546	0.9218224908778048	0.6442368272003343	0.5936142589693837	1200	410400
reports/tefm_supp/PIPE-TEFM-SUPP-20260617/transfer_BC_w2048/ntv2_500m/human.json	transfer_BC_w2048	ntv2_500m	ntv2_500m	2048	human	vertebrate	0.9630319771140563	0.9551405217051486	0.9710549186773165	0.9934100179228756	0.9737130857073703	0.9843941943006842	1200	410400
reports/tefm_supp/PIPE-TEFM-SUPP-20260617/transfer_BC_w2048/ntv2_500m/maize.json	transfer_BC_w2048	ntv2_500m	ntv2_500m	2048	maize	plant	0.2855488945982808	0.9463200126140963	0.16814269482793506	0.866892278647072	0.3373409322610367	0.3891329699237925	1200	410400
