path	stage	model_key	window	species	position_bin	te_f1	te_precision	te_recall	te_auprc	macro_f1	bg_f1	n_labeled_tokens	te_positive_rate	n_windows	model_dir	data_dir
reports/tefm_supp/PIPE-TEFM-SUPP-20260617/edge_H0_window/generanno_w2048.tsv	edge_H0_window	generanno	2048	human	edge_right_10	0.921743820224719	0.9467114738358138	0.89805927275275	0.9720568641421203	0.9285676429509495	0.93539146567718	61500	0.46416260162601625	300	software_outputs/tefm_supp/PIPE-TEFM-SUPP-20260617/runs/TFSUPP_generanno_H0_w2048_seed42	software_outputs/tefm_supp/PIPE-TEFM-SUPP-20260617/data/human_H0_w2048_quick
reports/tefm_supp/PIPE-TEFM-SUPP-20260617/edge_H0_window/generanno_w4096.tsv	edge_H0_window	generanno	4096	human	edge_left_10	0.9041176347198624	0.9406809253601047	0.8702903525420991	0.965972895087623	0.921717770988776	0.9393179072576897	123000	0.40265040650406503	300	software_outputs/tefm_supp/PIPE-TEFM-SUPP-20260617/runs/TFSUPP_generanno_H0_w4096_seed42	software_outputs/tefm_supp/PIPE-TEFM-SUPP-20260617/data/human_H0_w4096_quick
reports/tefm_supp/PIPE-TEFM-SUPP-20260617/edge_H0_window/generanno_w4096.tsv	edge_H0_window	generanno	4096	human	inner_left_10_25	0.928919608039196	0.9542402259741927	0.9049080128088054	0.9790329171061857	0.9371688411817602	0.9454180743243243	184200	0.44587947882736156	300	software_outputs/tefm_supp/PIPE-TEFM-SUPP-20260617/runs/TFSUPP_generanno_H0_w4096_seed42	software_outputs/tefm_supp/PIPE-TEFM-SUPP-20260617/data/human_H0_w4096_quick
reports/tefm_supp/PIPE-TEFM-SUPP-20260617/edge_H0_window/generanno_w4096.tsv	edge_H0_window	generanno	4096	human	center_25_75	0.9248351454954435	0.940474636938163	0.9097072952581543	0.9796244759096303	0.9324162117435641	0.9399972779916846	614400	0.45129557291666667	300	software_outputs/tefm_supp/PIPE-TEFM-SUPP-20260617/runs/TFSUPP_generanno_H0_w4096_seed42	software_outputs/tefm_supp/PIPE-TEFM-SUPP-20260617/data/human_H0_w4096_quick
reports/tefm_supp/PIPE-TEFM-SUPP-20260617/edge_H0_window/generanno_w4096.tsv	edge_H0_window	generanno	4096	human	inner_right_75_90	0.9331305487548532	0.9490191146881287	0.9177652381184025	0.9816965710328939	0.940395675244585	0.9476608017343167	184200	0.44640608034744844	300	software_outputs/tefm_supp/PIPE-TEFM-SUPP-20260617/runs/TFSUPP_generanno_H0_w4096_seed42	software_outputs/tefm_supp/PIPE-TEFM-SUPP-20260617/data/human_H0_w4096_quick
reports/tefm_supp/PIPE-TEFM-SUPP-20260617/edge_H0_window/generanno_w4096.tsv	edge_H0_window	generanno	4096	human	edge_right_10	0.9224922435661677	0.9491015640159894	0.8973342873392408	0.9763720891116294	0.9318839514331957	0.9412756593002237	123000	0.44314634146341464	300	software_outputs/tefm_supp/PIPE-TEFM-SUPP-20260617/runs/TFSUPP_generanno_H0_w4096_seed42	software_outputs/tefm_supp/PIPE-TEFM-SUPP-20260617/data/human_H0_w4096_quick
reports/tefm_supp/PIPE-TEFM-SUPP-20260617/edge_H0_window/generanno_w512.tsv	edge_H0_window	generanno	512	human	edge_left_10	0.8506217535022823	0.910530749789385	0.7981095849948309	0.9227832846396379	0.8739969370950365	0.8973721206877906	15600	0.43403846153846154	300	software_outputs/tefm_supp/PIPE-TEFM-SUPP-20260617/runs/TFSUPP_generanno_H0_w512_seed42	software_outputs/tefm_supp/PIPE-TEFM-SUPP-20260617/data/human_H0_w512_quick
reports/tefm_supp/PIPE-TEFM-SUPP-20260617/edge_H0_window/generanno_w512.tsv	edge_H0_window	generanno	512	human	inner_left_10_25	0.8794009877329934	0.9256567915036333	0.8375480477442848	0.9504476497345322	0.8972820247417629	0.9151630617505324	22800	0.4335964912280702	300	software_outputs/tefm_supp/PIPE-TEFM-SUPP-20260617/runs/TFSUPP_generanno_H0_w512_seed42	software_outputs/tefm_supp/PIPE-TEFM-SUPP-20260617/data/human_H0_w512_quick
reports/tefm_supp/PIPE-TEFM-SUPP-20260617/edge_H0_window/generanno_w512.tsv	edge_H0_window	generanno	512	human	center_25_75	0.8923635348317744	0.9234028892455859	0.8633430380886634	0.9442752542379506	0.9072567901347455	0.9221500454377166	76800	0.4338151041666667	300	software_outputs/tefm_supp/PIPE-TEFM-SUPP-20260617/runs/TFSUPP_generanno_H0_w512_seed42	software_outputs/tefm_supp/PIPE-TEFM-SUPP-20260617/data/human_H0_w512_quick
reports/tefm_supp/PIPE-TEFM-SUPP-20260617/edge_H0_window/generanno_w512.tsv	edge_H0_window	generanno	512	human	inner_right_75_90	0.8918810289389068	0.9465713981017383	0.8431651942623729	0.9579750026383795	0.9040662928007112	0.9162515566625156	22800	0.46171052631578946	300	software_outputs/tefm_supp/PIPE-TEFM-SUPP-20260617/runs/TFSUPP_generanno_H0_w512_seed42	software_outputs/tefm_supp/PIPE-TEFM-SUPP-20260617/data/human_H0_w512_quick
