exp_id	model_key	window	stride	weight_mode	data_jsonl	model_dir	n_windows	edge_source	position_bin	bp_tp	bp_fp	bp_fn	bp_tn	bp_precision	bp_recall	bp_f1	bp_positive_rate_true	bp_positive_rate_pred	bp_n	source_path
PIPE-TEFM-SEG-SF-20260618	generanno	4096	2048	triangular	software_outputs/tefm_seg_sf/PIPE-TEFM-SEG-SF-20260618/data/human_H0_overlap_w4096_s2048/test/data.jsonl.gz	software_outputs/tefm_supp/PIPE-TEFM-SUPP-20260617/runs/TFSUPP_generanno_H0_w4096_seed42	2400	raw_window	edge_left_10	444655	28976	34530	475839	0.9388215720677067	0.9279401483769316	0.9333491461100568	0.4869766260162602	0.48133231707317076	984000	reports/tefm_seg_sf/PIPE-TEFM-SEG-SF-20260618/overlap_segment/edge_bins_w4096_s2048.tsv
PIPE-TEFM-SEG-SF-20260618	generanno	4096	2048	triangular	software_outputs/tefm_seg_sf/PIPE-TEFM-SEG-SF-20260618/data/human_H0_overlap_w4096_s2048/test/data.jsonl.gz	software_outputs/tefm_supp/PIPE-TEFM-SUPP-20260617/runs/TFSUPP_generanno_H0_w4096_seed42	2400	raw_window	inner_left_10_25	682685	40493	40851	709571	0.9440068696780046	0.9435397824019813	0.9437732682479053	0.4909989142236699	0.4907559717698154	1473600	reports/tefm_seg_sf/PIPE-TEFM-SEG-SF-20260618/overlap_segment/edge_bins_w4096_s2048.tsv
PIPE-TEFM-SEG-SF-20260618	generanno	4096	2048	triangular	software_outputs/tefm_seg_sf/PIPE-TEFM-SEG-SF-20260618/data/human_H0_overlap_w4096_s2048/test/data.jsonl.gz	software_outputs/tefm_supp/PIPE-TEFM-SUPP-20260617/runs/TFSUPP_generanno_H0_w4096_seed42	2400	raw_window	center_25_75	2277270	143110	135186	2359634	0.9408729207810343	0.9439633303156617	0.9424155920043634	0.4908154296875	0.49242757161458334	4915200	reports/tefm_seg_sf/PIPE-TEFM-SEG-SF-20260618/overlap_segment/edge_bins_w4096_s2048.tsv
PIPE-TEFM-SEG-SF-20260618	generanno	4096	2048	triangular	software_outputs/tefm_seg_sf/PIPE-TEFM-SEG-SF-20260618/data/human_H0_overlap_w4096_s2048/test/data.jsonl.gz	software_outputs/tefm_supp/PIPE-TEFM-SUPP-20260617/runs/TFSUPP_generanno_H0_w4096_seed42	2400	raw_window	inner_right_75_90	686803	41274	39805	705718	0.9433109410131071	0.9452180543016316	0.9442635347171381	0.49308360477741586	0.4940804831704669	1473600	reports/tefm_seg_sf/PIPE-TEFM-SEG-SF-20260618/overlap_segment/edge_bins_w4096_s2048.tsv
PIPE-TEFM-SEG-SF-20260618	generanno	4096	2048	triangular	software_outputs/tefm_seg_sf/PIPE-TEFM-SEG-SF-20260618/data/human_H0_overlap_w4096_s2048/test/data.jsonl.gz	software_outputs/tefm_supp/PIPE-TEFM-SUPP-20260617/runs/TFSUPP_generanno_H0_w4096_seed42	2400	raw_window	edge_right_10	450872	29941	32108	471079	0.9377283892074465	0.9335210567725372	0.9356199930898024	0.49083333333333334	0.4886310975609756	984000	reports/tefm_seg_sf/PIPE-TEFM-SEG-SF-20260618/overlap_segment/edge_bins_w4096_s2048.tsv
PIPE-TEFM-SEG-SF-20260618	generanno	4096	2048	triangular	software_outputs/tefm_seg_sf/PIPE-TEFM-SEG-SF-20260618/data/human_H0_overlap_w4096_s2048/test/data.jsonl.gz	software_outputs/tefm_supp/PIPE-TEFM-SUPP-20260617/runs/TFSUPP_generanno_H0_w4096_seed42	2400	merged_coordinate	edge_left_10	451014	29549	28171	475266	0.9385117039805395	0.9412105971597609	0.9398592130434239	0.4869766260162602	0.4883770325203252	984000	reports/tefm_seg_sf/PIPE-TEFM-SEG-SF-20260618/overlap_segment/edge_bins_w4096_s2048.tsv
PIPE-TEFM-SEG-SF-20260618	generanno	4096	2048	triangular	software_outputs/tefm_seg_sf/PIPE-TEFM-SEG-SF-20260618/data/human_H0_overlap_w4096_s2048/test/data.jsonl.gz	software_outputs/tefm_supp/PIPE-TEFM-SUPP-20260617/runs/TFSUPP_generanno_H0_w4096_seed42	2400	merged_coordinate	inner_left_10_25	682748	42825	40788	707239	0.9409776824661337	0.943626854779859	0.942300406663681	0.4909989142236699	0.4923812432138979	1473600	reports/tefm_seg_sf/PIPE-TEFM-SEG-SF-20260618/overlap_segment/edge_bins_w4096_s2048.tsv
PIPE-TEFM-SEG-SF-20260618	generanno	4096	2048	triangular	software_outputs/tefm_seg_sf/PIPE-TEFM-SEG-SF-20260618/data/human_H0_overlap_w4096_s2048/test/data.jsonl.gz	software_outputs/tefm_supp/PIPE-TEFM-SUPP-20260617/runs/TFSUPP_generanno_H0_w4096_seed42	2400	merged_coordinate	center_25_75	2275934	140656	136522	2362088	0.9417956707592103	0.9434095378319853	0.9426019135042407	0.4908154296875	0.491656494140625	4915200	reports/tefm_seg_sf/PIPE-TEFM-SEG-SF-20260618/overlap_segment/edge_bins_w4096_s2048.tsv
PIPE-TEFM-SEG-SF-20260618	generanno	4096	2048	triangular	software_outputs/tefm_seg_sf/PIPE-TEFM-SEG-SF-20260618/data/human_H0_overlap_w4096_s2048/test/data.jsonl.gz	software_outputs/tefm_supp/PIPE-TEFM-SUPP-20260617/runs/TFSUPP_generanno_H0_w4096_seed42	2400	merged_coordinate	inner_right_75_90	686090	39786	40518	707206	0.9451889854465501	0.9442367824191311	0.9447126439947015	0.49308360477741586	0.49258686210640606	1473600	reports/tefm_seg_sf/PIPE-TEFM-SEG-SF-20260618/overlap_segment/edge_bins_w4096_s2048.tsv
PIPE-TEFM-SEG-SF-20260618	generanno	4096	2048	triangular	software_outputs/tefm_seg_sf/PIPE-TEFM-SEG-SF-20260618/data/human_H0_overlap_w4096_s2048/test/data.jsonl.gz	software_outputs/tefm_supp/PIPE-TEFM-SUPP-20260617/runs/TFSUPP_generanno_H0_w4096_seed42	2400	merged_coordinate	edge_right_10	455935	28496	27045	472524	0.9411763491601487	0.9440038925007247	0.942588000343184	0.49083333333333334	0.49230792682926827	984000	reports/tefm_seg_sf/PIPE-TEFM-SEG-SF-20260618/overlap_segment/edge_bins_w4096_s2048.tsv
PIPE-TEFM-SEG-SF-20260618	generanno	4096	4096	triangular	software_outputs/tefm_seg_sf/PIPE-TEFM-SEG-SF-20260618/data/human_H0_overlap_w4096_s4096/test/data.jsonl.gz	software_outputs/tefm_supp/PIPE-TEFM-SUPP-20260617/runs/TFSUPP_generanno_H0_w4096_seed42	1200	raw_window	edge_left_10	215497	14173	16422	245908	0.938289720033091	0.929190795062069	0.9337180912023467	0.471380081300813	0.4668089430894309	492000	reports/tefm_seg_sf/PIPE-TEFM-SEG-SF-20260618/overlap_segment/edge_bins_w4096_s4096.tsv
PIPE-TEFM-SEG-SF-20260618	generanno	4096	4096	triangular	software_outputs/tefm_seg_sf/PIPE-TEFM-SEG-SF-20260618/data/human_H0_overlap_w4096_s4096/test/data.jsonl.gz	software_outputs/tefm_supp/PIPE-TEFM-SUPP-20260617/runs/TFSUPP_generanno_H0_w4096_seed42	1200	raw_window	inner_left_10_25	332824	19998	20051	363927	0.9433198610063999	0.9431781792419413	0.943249014803804	0.47892915309446255	0.478857220412595	736800	reports/tefm_seg_sf/PIPE-TEFM-SEG-SF-20260618/overlap_segment/edge_bins_w4096_s4096.tsv
PIPE-TEFM-SEG-SF-20260618	generanno	4096	4096	triangular	software_outputs/tefm_seg_sf/PIPE-TEFM-SEG-SF-20260618/data/human_H0_overlap_w4096_s4096/test/data.jsonl.gz	software_outputs/tefm_supp/PIPE-TEFM-SUPP-20260617/runs/TFSUPP_generanno_H0_w4096_seed42	1200	raw_window	center_25_75	1149013	73025	66806	1168756	0.9402432657576933	0.945052676426343	0.9426418366622817	0.494718017578125	0.49724853515625	2457600	reports/tefm_seg_sf/PIPE-TEFM-SEG-SF-20260618/overlap_segment/edge_bins_w4096_s4096.tsv
PIPE-TEFM-SEG-SF-20260618	generanno	4096	4096	triangular	software_outputs/tefm_seg_sf/PIPE-TEFM-SEG-SF-20260618/data/human_H0_overlap_w4096_s4096/test/data.jsonl.gz	software_outputs/tefm_supp/PIPE-TEFM-SUPP-20260617/runs/TFSUPP_generanno_H0_w4096_seed42	1200	raw_window	inner_right_75_90	350673	20440	20635	345052	0.9449224360235292	0.944426190655736	0.9446742481691655	0.5039467969598262	0.5036821389793702	736800	reports/tefm_seg_sf/PIPE-TEFM-SEG-SF-20260618/overlap_segment/edge_bins_w4096_s4096.tsv
PIPE-TEFM-SEG-SF-20260618	generanno	4096	4096	triangular	software_outputs/tefm_seg_sf/PIPE-TEFM-SEG-SF-20260618/data/human_H0_overlap_w4096_s4096/test/data.jsonl.gz	software_outputs/tefm_supp/PIPE-TEFM-SUPP-20260617/runs/TFSUPP_generanno_H0_w4096_seed42	1200	raw_window	edge_right_10	224037	15246	15939	236778	0.9362846503930492	0.9335808580858086	0.9349307994216071	0.4877560975609756	0.48634756097560977	492000	reports/tefm_seg_sf/PIPE-TEFM-SEG-SF-20260618/overlap_segment/edge_bins_w4096_s4096.tsv
PIPE-TEFM-SEG-SF-20260618	generanno	4096	4096	triangular	software_outputs/tefm_seg_sf/PIPE-TEFM-SEG-SF-20260618/data/human_H0_overlap_w4096_s4096/test/data.jsonl.gz	software_outputs/tefm_supp/PIPE-TEFM-SUPP-20260617/runs/TFSUPP_generanno_H0_w4096_seed42	1200	merged_coordinate	edge_left_10	215497	14173	16422	245908	0.938289720033091	0.929190795062069	0.9337180912023467	0.471380081300813	0.4668089430894309	492000	reports/tefm_seg_sf/PIPE-TEFM-SEG-SF-20260618/overlap_segment/edge_bins_w4096_s4096.tsv
PIPE-TEFM-SEG-SF-20260618	generanno	4096	4096	triangular	software_outputs/tefm_seg_sf/PIPE-TEFM-SEG-SF-20260618/data/human_H0_overlap_w4096_s4096/test/data.jsonl.gz	software_outputs/tefm_supp/PIPE-TEFM-SUPP-20260617/runs/TFSUPP_generanno_H0_w4096_seed42	1200	merged_coordinate	inner_left_10_25	332824	19998	20051	363927	0.9433198610063999	0.9431781792419413	0.943249014803804	0.47892915309446255	0.478857220412595	736800	reports/tefm_seg_sf/PIPE-TEFM-SEG-SF-20260618/overlap_segment/edge_bins_w4096_s4096.tsv
PIPE-TEFM-SEG-SF-20260618	generanno	4096	4096	triangular	software_outputs/tefm_seg_sf/PIPE-TEFM-SEG-SF-20260618/data/human_H0_overlap_w4096_s4096/test/data.jsonl.gz	software_outputs/tefm_supp/PIPE-TEFM-SUPP-20260617/runs/TFSUPP_generanno_H0_w4096_seed42	1200	merged_coordinate	center_25_75	1149013	73025	66806	1168756	0.9402432657576933	0.945052676426343	0.9426418366622817	0.494718017578125	0.49724853515625	2457600	reports/tefm_seg_sf/PIPE-TEFM-SEG-SF-20260618/overlap_segment/edge_bins_w4096_s4096.tsv
PIPE-TEFM-SEG-SF-20260618	generanno	4096	4096	triangular	software_outputs/tefm_seg_sf/PIPE-TEFM-SEG-SF-20260618/data/human_H0_overlap_w4096_s4096/test/data.jsonl.gz	software_outputs/tefm_supp/PIPE-TEFM-SUPP-20260617/runs/TFSUPP_generanno_H0_w4096_seed42	1200	merged_coordinate	inner_right_75_90	350673	20440	20635	345052	0.9449224360235292	0.944426190655736	0.9446742481691655	0.5039467969598262	0.5036821389793702	736800	reports/tefm_seg_sf/PIPE-TEFM-SEG-SF-20260618/overlap_segment/edge_bins_w4096_s4096.tsv
PIPE-TEFM-SEG-SF-20260618	generanno	4096	4096	triangular	software_outputs/tefm_seg_sf/PIPE-TEFM-SEG-SF-20260618/data/human_H0_overlap_w4096_s4096/test/data.jsonl.gz	software_outputs/tefm_supp/PIPE-TEFM-SUPP-20260617/runs/TFSUPP_generanno_H0_w4096_seed42	1200	merged_coordinate	edge_right_10	224037	15246	15939	236778	0.9362846503930492	0.9335808580858086	0.9349307994216071	0.4877560975609756	0.48634756097560977	492000	reports/tefm_seg_sf/PIPE-TEFM-SEG-SF-20260618/overlap_segment/edge_bins_w4096_s4096.tsv
